,locus_tag,name,left,right,strand
0,ECK120007527,ycaM,946936,948659,1.0
1,ECK120011191,rob,4634441,4635382,-1.0
2,ECK120011363,cspE,657096,657549,1.0
3,ECK120011407,treR,4466284,4467347,-1.0
4,ECK120011490,rtcR,3558268,3559866,1.0
5,ECK120011588,cueR,513993,514400,1.0
6,ECK120011629,lrp,932265,933089,1.0
7,ECK120011825,fadR,1234887,1235698,1.0
8,ECK120011857,sdiA,1996110,1996917,-1.0
9,ECK120011939,norR,2830775,2832358,-1.0
10,ECK120011950,mngR,765104,765955,-1.0
11,ECK120012021,zur,4259488,4260003,-1.0
12,ECK120012166,ulaR,4417698,4418453,-1.0
13,ECK120012251,hdfR,3947128,3948021,-1.0
14,ECK120012254,slyA,1720390,1720824,-1.0
15,ECK120012317,araC,70110,71265,1.0
16,ECK120012348,melR,4340720,4341853,-1.0
17,ECK120012408,cytR,4123431,4124584,-1.0
18,ECK120012466,gcvA,2941650,2942660,-1.0
19,ECK120012470,gcvR,2599806,2600478,1.0
20,ECK120012516,agaR,3277856,3278732,-1.0
21,ECK120012560,nanR,3373698,3374489,-1.0
22,ECK120012665,deoR,881976,882776,-1.0
23,ECK120012705,galS,2240628,2241779,-1.0
24,ECK120012714,galR,2976569,2977630,1.0
25,ECK120012966,ilvY,3956883,3957891,-1.0
26,ECK120012985,alpA,2758644,2758856,1.0
27,ECK120012988,appY,583454,584430,1.0
28,ECK120013062,cspA,3719741,3720316,1.0
29,ECK120013070,cynR,357791,358746,-1.0
30,ECK120013082,dsdC,2476694,2477746,-1.0
31,ECK120013086,ebgR,3221437,3222449,1.0
32,ECK120013132,gatR,9999999999,0,
33,ECK120013165,leuO,84000,85312,1.0
34,ECK120013176,lysR,2978950,2979956,1.0
35,ECK120013243,soxR,4277440,4277957,1.0
36,ECK120013260,tdcR,3267380,3267598,1.0
37,ECK120013407,malI,1698136,1699282,-1.0
38,ECK120014360,astCADBE,1825955,1832327,-1.0
39,ECK120014361,pyrH,191718,192580,1.0
40,ECK120014362,nrdHIEF,2800435,2804461,1.0
41,ECK120014365,fkpA,3476607,3477525,-1.0
42,ECK120014366,aqpZ,915352,916047,-1.0
43,ECK120014367,dmsABC,940775,944896,1.0
44,ECK120014368,moaABCDE,816781,819747,1.0
45,ECK120014369,ptsG,1157580,1159302,1.0
46,ECK120014371,ldcC,209599,211820,1.0
47,ECK120014379,dnaAN-recF,3880148,3884040,-1.0
48,ECK120014380,uspB,3639385,3639908,-1.0
49,ECK120014381,gdhA,1842219,1843714,1.0
50,ECK120014382,efp,4375567,4376265,1.0
51,ECK120014384,chpSB,4448177,4449042,1.0
52,ECK120014386,argP,3059684,3060680,1.0
53,ECK120014387,cbl,2059964,2060941,-1.0
54,ECK120014389,ydeA,1616955,1618218,1.0
55,ECK120014391,fliLMNOPQR,2019511,2023678,1.0
56,ECK120014392,dctA,3682161,3683612,-1.0
57,ECK120014393,fabB,2440283,2441688,-1.0
58,ECK120014394,flxA,1646309,1646737,1.0
59,ECK120014396,tsr,4591402,4593312,1.0
60,ECK120014397,trg,1492283,1494110,1.0
61,ECK120014398,flgAMN,1129414,1130961,-1.0
62,ECK120014400,aer,3217556,3219180,-1.0
63,ECK120014402,ycgR,1243793,1244556,-1.0
64,ECK120014406,dcuC,654583,656430,-1.0
65,ECK120014407,sodB,1735222,1736114,1.0
66,ECK120014408,asr,1671254,1671720,1.0
67,ECK120014409,fxsA,4368603,4369140,1.0
68,ECK120014410,ribA,1338512,1339268,-1.0
69,ECK120014411,osmC,1556537,1557056,1.0
70,ECK120014412,pth-ychF,1256721,1258542,-1.0
71,ECK120014413,metK,3086506,3087860,1.0
72,ECK120014414,pspF,1366818,1368040,-1.0
73,ECK120014415,cusCFBA,595450,601857,1.0
74,ECK120014416,cusRS,593328,595529,-1.0
75,ECK120014417,inaA,2348822,2349550,-1.0
76,ECK120014418,iscRSUA,2659563,2662264,-1.0
77,ECK120014419,dcuD,3374533,3376236,1.0
78,ECK120014421,glcDEFGBA,3119597,3128259,-1.0
79,ECK120014423,osmY,4610960,4612001,1.0
80,ECK120014425,psiE,4240238,4240735,1.0
81,ECK120014426,hpt,141284,141967,1.0
82,ECK120014427,gcd,138801,141342,-1.0
83,ECK120014428,mfd,1170518,1174028,-1.0
84,ECK120014429,ybjC-nfsA-rimK-ybjN,890812,893433,1.0
85,ECK120014431,metNIQ,220113,222747,-1.0
86,ECK120014432,serA,3057178,3058639,-1.0
87,ECK120014433,mhpABCDFE,368413,374881,1.0
88,ECK120014437,mgrB,1908623,1908833,-1.0
89,ECK120014438,topA,1330717,1333645,1.0
90,ECK120014439,fiu,839249,841817,-1.0
91,ECK120014440,exbBD,3150552,3152069,-1.0
92,ECK120014441,fhuE,1159325,1161666,-1.0
93,ECK120014442,gyrB,3877532,3880266,-1.0
94,ECK120014443,sufABCDSE,1758874,1764658,-1.0
95,ECK120014444,micF,2312868,2313210,1.0
96,ECK120014445,narU,1542672,1544163,-1.0
97,ECK120014447,metJ,4128078,4128558,-1.0
98,ECK120014448,amiA-hemF,2552241,2554124,1.0
99,ECK120014450,trxA,3965613,3966136,1.0
100,ECK120014451,trxC,2718610,2719154,1.0
101,ECK120014452,copA,508875,511445,-1.0
102,ECK120014454,cueO,137011,138633,1.0
103,ECK120014455,chiA,3467160,3469896,-1.0
104,ECK120014456,yhfG-fic-pabA,3490266,3491648,-1.0
105,ECK120014458,cydAB,770848,774181,1.0
106,ECK120014459,fldB,3039763,3040376,1.0
107,ECK120014463,yhhX,3579768,3580805,-1.0
108,ECK120014464,ygaC,2799650,2800604,-1.0
109,ECK120014465,lpxP,2495578,2496565,1.0
110,ECK120014468,cmk-rpsA-ihfB,961165,964173,1.0
111,ECK120014469,hlyE,1229483,1230665,-1.0
112,ECK120014470,rnb,1346942,1349129,-1.0
113,ECK120014472,glnK-amtB,472461,474301,1.0
114,ECK120014473,yiaKLMNO-lyxK-sgbHUE,3742558,3750781,1.0
115,ECK120014475,rtcBA,3555833,3558175,-1.0
116,ECK120014476,aspA-dcuA,4365472,4368602,-1.0
117,ECK120014477,aroP,120144,121857,-1.0
118,ECK120014478,nac,2061016,2062138,-1.0
119,ECK120014479,phoPQ,1188316,1190524,-1.0
120,ECK120014480,polA,4046835,4049752,1.0
121,ECK120014481,xylAB,3727917,3730900,-1.0
122,ECK120014482,xylFGHR,3730878,3736157,1.0
123,ECK120014483,hmp,2685710,2687025,1.0
124,ECK120014484,rpmH-rnpA,3884065,3884852,1.0
125,ECK120014485,torYZ,1954578,1958132,-1.0
126,ECK120014486,nikABCDER,3613439,3618989,1.0
127,ECK120014488,paaXY,1463500,1465061,1.0
128,ECK120014489,proVWX,2804544,2808124,1.0
129,ECK120014490,grxA,890496,890850,-1.0
130,ECK120014491,mutS,2857019,2859654,1.0
131,ECK120014492,cedA,1813421,1813742,-1.0
132,ECK120014493,zraP,4201263,4201827,-1.0
133,ECK120014494,zraSR,4201671,4204645,1.0
134,ECK120014495,rsd,4196332,4196954,-1.0
135,ECK120014496,pfkA,4107430,4108732,1.0
136,ECK120014498,xapR,2521334,2522563,-1.0
137,ECK120014501,acnB,131314,134272,1.0
138,ECK120014502,spf,4049804,4050016,1.0
139,ECK120014504,adiY,4337168,4338194,-1.0
140,ECK120014505,cdd,2231714,2232728,1.0
141,ECK120014506,yeiL,2255057,2256014,1.0
142,ECK120014507,rihB,2254245,2255252,-1.0
143,ECK120014509,phoH,1084825,1086095,1.0
144,ECK120014510,tgt-yajC-secDF,425944,430476,1.0
145,ECK120014511,queA,424920,426081,1.0
146,ECK120014512,aroKB-damX-dam-rpe-gph-trpS,3512634,3519380,-1.0
147,ECK120014515,rpsU-dnaG-rpoD,3210646,3214962,1.0
148,ECK120014517,cvpA-purF-ubiX,2428030,2430927,-1.0
149,ECK120014518,ompC,2311610,2313213,-1.0
150,ECK120014519,yhfA,3485414,3486004,-1.0
151,ECK120014520,ptsHI-crr,2533427,2536380,1.0
152,ECK120014522,rcsA,2023657,2024591,1.0
153,ECK120014524,glmUS,3911810,3915433,-1.0
154,ECK120014525,aspV,236830,237067,1.0
155,ECK120014526,thrW,262768,262946,1.0
156,ECK120014527,argU,564631,564799,1.0
157,ECK120014528,lysT-valT-lysW,780433,780918,1.0
158,ECK120014529,valVW,1746415,1746592,1.0
159,ECK120014530,proL,2286134,2286331,1.0
160,ECK120014531,valUXY-lysV,2520803,2521519,1.0
161,ECK120014532,metZWV,2947382,2947756,1.0
162,ECK120014533,asnT,2044541,2044750,1.0
163,ECK120014534,asnU,2059845,2059966,1.0
164,ECK120014535,asnV,2062252,2062335,1.0
165,ECK120014536,argW,2466227,2466383,1.0
166,ECK120014537,pheV,3110283,3110477,1.0
167,ECK120014538,ileX,3215597,3215716,1.0
168,ECK120014539,argX-hisR-leuT-proM,3982282,3982841,1.0
169,ECK120014541,glyVXY,4392313,4392658,1.0
170,ECK120014542,leuX,4496104,4496529,1.0
171,ECK120014543,metT-leuW-glnUW-metU-glnVX,696392,697237,-1.0
172,ECK120014545,serT,1031551,1031786,-1.0
173,ECK120014546,serX,1096979,1097758,-1.0
174,ECK120014547,tyrTV-tpr,1286710,1287801,-1.0
175,ECK120014549,serU,2043468,2043601,-1.0
176,ECK120014550,alaWX,2518002,2518336,-1.0
177,ECK120014551,serV-argVYZQ,2817784,2818697,-1.0
178,ECK120014552,glyU,2998984,2999138,-1.0
179,ECK120014555,proK,3708409,3708777,-1.0
180,ECK120014556,pheU,4362509,4362708,-1.0
181,ECK120014557,leuQPV,4606079,4606512,-1.0
182,ECK120014561,pykF,1755467,1757110,1.0
183,ECK120014562,uxuAB,4551350,4554361,1.0
184,ECK120014563,aldA,1488019,1489671,1.0
185,ECK120014564,putP,1079084,1080838,1.0
186,ECK120014565,caiF,34156,34695,1.0
187,ECK120014566,fixABCX,42121,45750,1.0
188,ECK120014567,ompR-envZ,3534473,3536815,-1.0
189,ECK120014571,rpoH,3599887,3601145,-1.0
190,ECK120014572,msrA,4441538,4442311,-1.0
191,ECK120014573,ampC,4377783,4379061,-1.0
192,ECK120014574,edd-eda,1932085,1934833,-1.0
193,ECK120014576,mobAB,4040906,4042121,-1.0
194,ECK120014577,trpLEDCBA,1316383,1323136,-1.0
195,ECK120014578,xapAB,2522698,2525035,-1.0
196,ECK120014579,tauABCD,384982,388646,1.0
197,ECK120014580,ychQA-kdsA,1266899,1269067,1.0
198,ECK120014581,arcA,4639539,4640801,-1.0
199,ECK120014582,putA,1074920,1078959,-1.0
200,ECK120014583,nmpC,576870,577041,
201,ECK120014584,cutA,4365018,4365522,-1.0
202,ECK120014585,ybgA-phr,738920,740925,1.0
203,ECK120014586,napFDAGHBC-ccmABCDEFGH,2291358,2303719,-1.0
204,ECK120014588,gadBC,1568904,1572349,-1.0
205,ECK120014589,paaZ,1451597,1453817,-1.0
206,ECK120014590,glpEGR,3559754,3561918,-1.0
207,ECK120014592,hydN-hypF,2835173,2838280,-1.0
208,ECK120014594,dadAX,1237252,1239949,1.0
209,ECK120014595,garPLRK-rnpB,3269959,3274934,-1.0
210,ECK120014596,rnc-era-recO-pdxJ-acpS,2700618,2704223,-1.0
211,ECK120014597,hupA,4199914,4200601,1.0
212,ECK120014598,hupB,461180,461778,1.0
213,ECK120014599,xseA,2634148,2635602,1.0
214,ECK120014600,paaABCDEFGHIJK,1453682,1463438,1.0
215,ECK120014601,feaR,1446378,1447431,-1.0
216,ECK120014602,cfa,1741201,1742561,1.0
217,ECK120014606,xthA,1832232,1833234,1.0
218,ECK120014607,tpx,1388305,1388873,-1.0
219,ECK120014608,adhE,1295446,1298578,-1.0
220,ECK120014610,pcnB-folK,157253,159391,-1.0
221,ECK120014611,pflDC,4143995,4147136,1.0
222,ECK120014612,pheLA,2737519,2738940,1.0
223,ECK120014614,pntAB,1674972,1677975,-1.0
224,ECK120014615,potABCD,1181783,1185623,-1.0
225,ECK120014616,potFGHI,893634,897929,1.0
226,ECK120014617,ppk-ppx,2622816,2626656,1.0
227,ECK120014619,proBA,260388,262756,1.0
228,ECK120014620,pspABCDE,1367911,1370003,1.0
229,ECK120014622,rcsC,2317027,2319876,-1.0
230,ECK120014625,rfbBDACX,2108337,2113175,-1.0
231,ECK120014626,rnt-lhr,1728320,1733740,1.0
232,ECK120014627,rph-pyrE,3815096,3816580,-1.0
233,ECK120014629,rplM-rpsI,3377756,3378866,-1.0
234,ECK120014630,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,3442618,3448291,-1.0
235,ECK120014633,rpoZ-spoT-trmH-recG,3822077,3827291,1.0
236,ECK120014635,rpsF-priB-rpsR-rplI,4424923,4426557,1.0
237,ECK120014636,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,3448267,3453442,-1.0
238,ECK120014637,rpsLG-fusA-tufA,3470145,3474679,-1.0
239,ECK120014638,rpsMKD-rpoA-rplQ,3439581,3442644,-1.0
240,ECK120014639,rpsP-rimM-trmD-rplS,2744115,2746280,-1.0
241,ECK120014640,ruvAB,1944219,1946098,-1.0
242,ECK120014641,secE-nusG,4177104,4178356,1.0
243,ECK120014642,selAB,3758017,3761297,-1.0
244,ECK120014643,ydjA-selD-topB,1844932,1848700,-1.0
245,ECK120014644,serC-aroA,957454,960095,1.0
246,ECK120014648,sspAB,3376249,3377569,-1.0
247,ECK120014651,tehAB,1500526,1502155,1.0
248,ECK120014652,thiCEFSGH,4190735,4196281,-1.0
249,ECK120014653,ybgC-tolQRA,774752,777607,1.0
250,ECK120014655,ubiCA,4252425,4253888,1.0
251,ECK120014656,udk-dcd,2141634,2142948,-1.0
252,ECK120014658,uxaB,1609229,1610875,-1.0
253,ECK120014659,xseB-ispA-dxs-yajO,437161,441373,-1.0
254,ECK120014660,dsdXA,2477693,2480530,1.0
255,ECK120014661,focA-pflB,951207,954879,-1.0
256,ECK120014663,bolA,454349,454865,1.0
257,ECK120014665,osmB,1343110,1343524,-1.0
258,ECK120014667,otsBA,1980096,1982465,-1.0
259,ECK120014668,csgDEFG,1100851,1103916,-1.0
260,ECK120014669,stpA,2798091,2799083,-1.0
261,ECK120014670,treA,1245679,1247425,-1.0
262,ECK120014671,osmE,1821865,1822376,-1.0
263,ECK120014673,htpX,1911652,1912762,-1.0
264,ECK120014674,htpG,494817,497029,1.0
265,ECK120014677,ibpAB,3866469,3867518,-1.0
266,ECK120014679,grpE,2750115,2751002,-1.0
267,ECK120014681,gltA,753126,754886,-1.0
268,ECK120014684,glgS,3191716,3192063,-1.0
269,ECK120014685,clpB,2731557,2734205,-1.0
270,ECK120014689,lrhA,2405703,2406866,-1.0
271,ECK120014690,lysU,4353200,4354870,-1.0
272,ECK120014691,trmA,4162137,4163349,-1.0
273,ECK120014692,uspA,3639896,3640591,1.0
274,ECK120014693,upp-uraA,2618871,2620977,-1.0
275,ECK120014694,nlpD-rpoS,2866559,2868829,-1.0
276,ECK120014696,clpA,923080,925540,1.0
277,ECK120014697,nuoABCEFGHIJKLMN,2390005,2405577,-1.0
278,ECK120014698,tsx,431096,432260,-1.0
279,ECK120014700,endA,3090275,3091123,1.0
280,ECK120014701,sdaCB,2928229,2930943,1.0
281,ECK120014702,corA,4001194,4002376,1.0
282,ECK120014704,livKHMGF,3592724,3597755,-1.0
283,ECK120014706,fecIR,4516764,4518350,-1.0
284,ECK120014708,ppiA,3491725,3492501,-1.0
285,ECK120014709,cadBA,4356470,4360430,-1.0
286,ECK120014710,dcuB-fumB,4345631,4349162,-1.0
287,ECK120014711,fruBKA,2259719,2263599,-1.0
288,ECK120014712,ppsA,1784734,1787215,-1.0
289,ECK120014713,fepA-entD,609459,612720,-1.0
290,ECK120014714,fepB,623554,624749,-1.0
291,ECK120014715,fepDGC,619384,622235,-1.0
292,ECK120014717,tonB,1311020,1311846,1.0
293,ECK120014718,mglBAC,2236743,2240633,-1.0
294,ECK120014720,gcvTHP,3046126,3051097,-1.0
295,ECK120014722,glnHPQ,845741,848205,-1.0
296,ECK120014723,glpFKX,4114527,4118250,-1.0
297,ECK120014724,dps,848408,849054,-1.0
298,ECK120014725,thrLABC,148,5086,1.0
299,ECK120014726,leuLABCD,78848,84024,-1.0
300,ECK120014727,umuDC,1230708,1232454,1.0
301,ECK120014729,gltBDF,3354148,3361940,1.0
302,ECK120014730,livJ,3598555,3599894,-1.0
303,ECK120014731,lysA,2977637,2978951,-1.0
