,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
500,fig:562.46071.peg.4253__CP038857__up,100.0,275,0,0,1,275,101,375,4.4e-145,508.0,fig|562.46071.peg.4253__CP038857__up,fig|562.46071.peg.4253,CP038857,delete562.46071,275,0
425,fig:562.70513.peg.4694__CP068813__up,99.636,275,1,0,1,275,101,375,1.94e-143,503.0,fig|562.70513.peg.4694__CP068813__up,fig|562.70513.peg.4694,CP068813,delete562.70513,275,2
449,fig:562.67796.peg.4361__LR883006__up,100.0,275,0,0,1,275,101,375,4.28e-145,508.0,fig|562.67796.peg.4361__LR883006__up,fig|562.67796.peg.4361,LR883006,delete562.67796,275,0
454,fig:83334.637.peg.5096__CP104309__up,100.0,275,0,0,1,275,101,375,4.16e-145,508.0,fig|83334.637.peg.5096__CP104309__up,fig|83334.637.peg.5096,CP104309,delete83334.637,275,0
453,fig:562.102351.peg.4725__CP095083__up,100.0,275,0,0,1,275,101,375,4.2000000000000005e-145,508.0,fig|562.102351.peg.4725__CP095083__up,fig|562.102351.peg.4725,CP095083,delete562.102351,275,0
501,fig:562.76274.peg.2889__CP076043__up,100.0,275,0,0,1,275,101,375,4.4e-145,508.0,fig|562.76274.peg.2889__CP076043__up,fig|562.76274.peg.2889,CP076043,delete562.76274,275,0
473,fig:562.45432.peg.3981__CP034404__up,100.0,275,0,0,1,275,101,375,4.32e-145,508.0,fig|562.45432.peg.3981__CP034404__up,fig|562.45432.peg.3981,CP034404,delete562.45432,275,0
453,fig:562.61495.peg.2603__CP054314__up,97.153,281,0,3,1,275,97,375,7.84e-133,468.0,fig|562.61495.peg.2603__CP054314__up,fig|562.61495.peg.2603,CP054314,delete562.61495,275,54
499,fig:562.109772.peg.4440__CP103529__up,99.636,275,1,0,1,275,101,375,2.04e-143,503.0,fig|562.109772.peg.4440__CP103529__up,fig|562.109772.peg.4440,CP103529,delete562.109772,275,1
445,fig:562.28203.peg.4789__CP025703__up,100.0,275,0,0,1,275,101,375,3.98e-145,508.0,fig|562.28203.peg.4789__CP025703__up,fig|562.28203.peg.4789,CP025703,delete562.28203,275,0
497,fig:562.96035.peg.4267__CP060969__up,100.0,275,0,0,1,275,101,375,4.35e-145,508.0,fig|562.96035.peg.4267__CP060969__up,fig|562.96035.peg.4267,CP060969,delete562.96035,275,0
518,fig:562.9018.peg.4323__LM993812__up,100.0,275,0,0,1,275,101,375,4.55e-145,508.0,fig|562.9018.peg.4323__LM993812__up,fig|562.9018.peg.4323,LM993812,delete562.9018,275,0
455,fig:83334.298.peg.497__CP038494__up,100.0,275,0,0,1,275,101,375,4.17e-145,508.0,fig|83334.298.peg.497__CP038494__up,fig|83334.298.peg.497,CP038494,delete83334.298,275,0
456,fig:562.29117.peg.3966__CP027582__up,100.0,275,0,0,1,275,101,375,4.34e-145,508.0,fig|562.29117.peg.3966__CP027582__up,fig|562.29117.peg.3966,CP027582,delete562.29117,275,0
503,fig:562.109786.peg.4117__CP103694__up,100.0,275,0,0,1,275,101,375,4.36e-145,508.0,fig|562.109786.peg.4117__CP103694__up,fig|562.109786.peg.4117,CP103694,delete562.109786,275,0
477,fig:562.79203.peg.4404__CP081706__up,100.0,275,0,0,1,275,101,375,4.31e-145,508.0,fig|562.79203.peg.4404__CP081706__up,fig|562.79203.peg.4404,CP081706,delete562.79203,275,0
451,fig:562.108466.peg.2552__CP075716__up,100.0,275,0,0,1,275,101,375,4.3000000000000006e-145,508.0,fig|562.108466.peg.2552__CP075716__up,fig|562.108466.peg.2552,CP075716,delete562.108466,275,0
