,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
988,fig:562.46071.peg.1016__CP038857__up,100.0,367,0,0,1,367,101,467,0.0,678.0,fig|562.46071.peg.1016__CP038857__up,fig|562.46071.peg.1016,CP038857,delete562.46071,367,0.0
826,fig:562.70513.peg.1234__CP068813__up,96.995,366,11,0,2,367,102,467,3.23e-177,616.0,fig|562.70513.peg.1234__CP068813__up,fig|562.70513.peg.1234,CP068813,delete562.70513,367,4.0
911,fig:83334.637.peg.1044__CP104309__up,97.82,367,8,0,1,367,101,467,0.0,634.0,fig|83334.637.peg.1044__CP104309__up,fig|83334.637.peg.1044,CP104309,delete83334.637,367,
895,fig:562.102351.peg.1097__CP095083__up,96.995,366,11,0,2,367,102,467,3.26e-177,616.0,fig|562.102351.peg.1097__CP095083__up,fig|562.102351.peg.1097,CP095083,delete562.102351,367,4.0
965,fig:562.76274.peg.4338__CP076043__up,100.0,367,0,0,1,367,101,467,0.0,678.0,fig|562.76274.peg.4338__CP076043__up,fig|562.76274.peg.4338,CP076043,delete562.76274,367,0.0
919,fig:562.45432.peg.2317__CP034404__up,98.093,367,7,0,1,367,101,467,0.0,640.0,fig|562.45432.peg.2317__CP034404__up,fig|562.45432.peg.2317,CP034404,delete562.45432,367,2.0
871,fig:562.61495.peg.833__CP054314__up,98.098,368,5,2,1,367,101,467,0.0,640.0,fig|562.61495.peg.833__CP054314__up,fig|562.61495.peg.833,CP054314,delete562.61495,367,1.0
986,fig:562.109772.peg.1121__CP103529__up,100.0,367,0,0,1,367,101,467,0.0,678.0,fig|562.109772.peg.1121__CP103529__up,fig|562.109772.peg.1121,CP103529,delete562.109772,367,0.0
896,fig:562.28203.peg.3065__CP025703__up,97.82,367,8,0,1,367,101,467,0.0,634.0,fig|562.28203.peg.3065__CP025703__up,fig|562.28203.peg.3065,CP025703,delete562.28203,367,5.0
972,fig:562.96035.peg.1059__CP060969__up,98.098,368,5,2,1,367,101,467,0.0,640.0,fig|562.96035.peg.1059__CP060969__up,fig|562.96035.peg.1059,CP060969,delete562.96035,367,1.0
1006,fig:562.9018.peg.2877__LM993812__up,100.0,367,0,0,1,367,101,467,0.0,678.0,fig|562.9018.peg.2877__LM993812__up,fig|562.9018.peg.2877,LM993812,delete562.9018,367,0.0
914,fig:83334.298.peg.4434__CP038494__up,97.82,367,8,0,1,367,101,467,0.0,634.0,fig|83334.298.peg.4434__CP038494__up,fig|83334.298.peg.4434,CP038494,delete83334.298,367,
900,fig:562.29117.peg.5634__CP027582__up,98.098,368,5,2,1,367,101,467,0.0,640.0,fig|562.29117.peg.5634__CP027582__up,fig|562.29117.peg.5634,CP027582,delete562.29117,367,1.0
995,fig:562.109786.peg.918__CP103694__up,100.0,367,0,0,1,367,101,467,0.0,678.0,fig|562.109786.peg.918__CP103694__up,fig|562.109786.peg.918,CP103694,delete562.109786,367,0.0
885,fig:562.108466.peg.4088__CP075716__up,98.098,368,5,2,1,367,101,467,0.0,640.0,fig|562.108466.peg.4088__CP075716__up,fig|562.108466.peg.4088,CP075716,delete562.108466,367,1.0
890,fig:562.28693.peg.4212__CP027221__up,98.098,368,5,2,1,367,101,467,0.0,640.0,fig|562.28693.peg.4212__CP027221__up,fig|562.28693.peg.4212,CP027221,delete562.28693,367,1.0
934,fig:562.61492.peg.3604__CP054371__up,98.093,367,7,0,1,367,101,467,0.0,640.0,fig|562.61492.peg.3604__CP054371__up,fig|562.61492.peg.3604,CP054371,delete562.61492,367,2.0
995,fig:562.114657.peg.1047__CP024134__up,99.728,367,1,0,1,367,101,467,0.0,673.0,fig|562.114657.peg.1047__CP024134__up,fig|562.114657.peg.1047,CP024134,delete562.114657,367,15.0
949,fig:562.25386.peg.5001__CP025036__up,98.093,367,7,0,1,367,101,467,0.0,640.0,fig|562.25386.peg.5001__CP025036__up,fig|562.25386.peg.5001,CP025036,delete562.25386,367,2.0
911,fig:562.75630.peg.3761__CP072787__up,98.093,367,7,0,1,367,101,467,0.0,640.0,fig|562.75630.peg.3761__CP072787__up,fig|562.75630.peg.3761,CP072787,delete562.75630,367,12.0
995,fig:562.55237.peg.3522__CP047594__up,100.0,367,0,0,1,367,101,467,0.0,678.0,fig|562.55237.peg.3522__CP047594__up,fig|562.55237.peg.3522,CP047594,delete562.55237,367,0.0
955,fig:562.67791.peg.1029__LR882973__up,100.0,367,0,0,1,367,101,467,0.0,678.0,fig|562.67791.peg.1029__LR882973__up,fig|562.67791.peg.1029,LR882973,delete562.67791,367,0.0
