,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
630,fig:562.46071.peg.2883__CP038857__up,100.0,286,0,0,1,286,101,386,3.5e-151,529.0,fig|562.46071.peg.2883__CP038857__up,fig|562.46071.peg.2883,CP038857,delete562.46071,286,0.0
554,fig:562.70513.peg.3318__CP068813__up,99.301,286,2,0,1,286,101,386,7.220000000000002e-148,518.0,fig|562.70513.peg.3318__CP068813__up,fig|562.70513.peg.3318,CP068813,delete562.70513,286,3.0
580,fig:562.67796.peg.3006__LR883006__up,100.0,286,0,0,1,286,101,386,3.43e-151,529.0,fig|562.67796.peg.3006__LR883006__up,fig|562.67796.peg.3006,LR883006,delete562.67796,286,0.0
585,fig:83334.637.peg.3339__CP104309__up,99.65,286,1,0,1,286,101,386,1.55e-149,523.0,fig|83334.637.peg.3339__CP104309__up,fig|83334.637.peg.3339,CP104309,delete83334.637,286,2.0
585,fig:562.102351.peg.3192__CP095083__up,99.301,286,2,0,1,286,101,386,7.29e-148,518.0,fig|562.102351.peg.3192__CP095083__up,fig|562.102351.peg.3192,CP095083,delete562.102351,286,3.0
628,fig:562.76274.peg.1742__CP076043__up,100.0,286,0,0,1,286,101,386,3.5e-151,529.0,fig|562.76274.peg.1742__CP076043__up,fig|562.76274.peg.1742,CP076043,delete562.76274,286,0.0
434,fig:564.93.peg.2620__CP055872__up,81.469,286,45,7,3,286,107,386,1.09e-60,228.0,fig|564.93.peg.2620__CP055872__up,fig|564.93.peg.2620,CP055872,delete564.93,286,24.0
603,fig:562.45432.peg.485__CP034404__up,100.0,286,0,0,1,286,101,386,3.46e-151,529.0,fig|562.45432.peg.485__CP034404__up,fig|562.45432.peg.485,CP034404,delete562.45432,286,0.0
579,fig:562.61495.peg.4190__CP054314__up,99.65,286,1,0,1,286,101,386,1.72e-149,523.0,fig|562.61495.peg.4190__CP054314__up,fig|562.61495.peg.4190,CP054314,delete562.61495,286,38.0
633,fig:562.109772.peg.3055__CP103529__up,100.0,286,0,0,1,286,101,386,3.48e-151,529.0,fig|562.109772.peg.3055__CP103529__up,fig|562.109772.peg.3055,CP103529,delete562.109772,286,0.0
577,fig:562.28203.peg.1175__CP025703__up,97.902,286,6,0,1,286,101,386,3.23e-141,496.0,fig|562.28203.peg.1175__CP025703__up,fig|562.28203.peg.1175,CP025703,delete562.28203,286,1.0
632,fig:562.96035.peg.2936__CP060969__up,100.0,286,0,0,1,286,101,386,3.46e-151,529.0,fig|562.96035.peg.2936__CP060969__up,fig|562.96035.peg.2936,CP060969,delete562.96035,286,0.0
646,fig:562.9018.peg.1083__LM993812__up,100.0,286,0,0,1,286,101,386,3.65e-151,529.0,fig|562.9018.peg.1083__LM993812__up,fig|562.9018.peg.1083,LM993812,delete562.9018,286,0.0
585,fig:83334.298.peg.2131__CP038494__up,99.65,286,1,0,1,286,101,386,1.55e-149,523.0,fig|83334.298.peg.2131__CP038494__up,fig|83334.298.peg.2131,CP038494,delete83334.298,286,2.0
588,fig:562.29117.peg.2143__CP027582__up,99.65,286,1,0,1,286,101,386,1.61e-149,523.0,fig|562.29117.peg.2143__CP027582__up,fig|562.29117.peg.2143,CP027582,delete562.29117,286,7.0
632,fig:562.109786.peg.2793__CP103694__up,100.0,286,0,0,1,286,101,386,3.46e-151,529.0,fig|562.109786.peg.2793__CP103694__up,fig|562.109786.peg.2793,CP103694,delete562.109786,286,0.0
607,fig:562.79203.peg.3043__CP081706__up,99.65,286,1,0,1,286,101,386,1.61e-149,523.0,fig|562.79203.peg.3043__CP081706__up,fig|562.79203.peg.3043,CP081706,delete562.79203,286,19.0
581,fig:562.108466.peg.1138__CP075716__up,100.0,286,0,0,1,286,101,386,3.44e-151,529.0,fig|562.108466.peg.1138__CP075716__up,fig|562.108466.peg.1138,CP075716,delete562.108466,286,0.0
581,fig:562.28693.peg.1938__CP027221__up,100.0,286,0,0,1,286,101,386,3.3999999999999996e-151,529.0,fig|562.28693.peg.1938__CP027221__up,fig|562.28693.peg.1938,CP027221,delete562.28693,286,0.0
603,fig:562.61492.peg.1728__CP054371__up,99.65,286,1,0,1,286,101,386,1.57e-149,523.0,fig|562.61492.peg.1728__CP054371__up,fig|562.61492.peg.1728,CP054371,delete562.61492,286,2.0
606,fig:562.17620.peg.749__CP021732__up,100.0,286,0,0,1,286,101,386,3.42e-151,529.0,fig|562.17620.peg.749__CP021732__up,fig|562.17620.peg.749,CP021732,delete562.17620,286,0.0
641,fig:562.114657.peg.3499__CP024134__up,98.252,286,5,0,1,286,101,386,7.63e-143,501.0,fig|562.114657.peg.3499__CP024134__up,fig|562.114657.peg.3499,CP024134,delete562.114657,286,8.0
620,fig:562.25386.peg.2786__CP025036__up,100.0,286,0,0,1,286,101,386,3.46e-151,529.0,fig|562.25386.peg.2786__CP025036__up,fig|562.25386.peg.2786,CP025036,delete562.25386,286,0.0
