,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
1482,fig:562.46071.peg.1474__CP038857__up,100.0,262,0,0,1,262,101,362,7.039999999999999e-138,484.0,fig|562.46071.peg.1474__CP038857__up,fig|562.46071.peg.1474,CP038857,delete562.46071,262,0.0
1305,fig:562.70513.peg.1786__CP068813__up,100.0,262,0,0,1,262,101,362,6.66e-138,484.0,fig|562.70513.peg.1786__CP068813__up,fig|562.70513.peg.1786,CP068813,delete562.70513,262,0.0
1365,fig:562.67796.peg.1555__LR883006__up,100.0,262,0,0,1,262,101,362,6.85e-138,484.0,fig|562.67796.peg.1555__LR883006__up,fig|562.67796.peg.1555,LR883006,delete562.67796,262,0.0
1385,fig:83334.637.peg.1553__CP104309__up,100.0,262,0,0,1,262,101,362,6.66e-138,484.0,fig|83334.637.peg.1553__CP104309__up,fig|83334.637.peg.1553,CP104309,delete83334.637,262,0.0
1369,fig:562.102351.peg.1641__CP095083__up,100.0,262,0,0,1,262,101,362,6.719999999999999e-138,484.0,fig|562.102351.peg.1641__CP095083__up,fig|562.102351.peg.1641,CP095083,delete562.102351,262,0.0
1452,fig:562.76274.peg.465__CP076043__up,100.0,262,0,0,1,262,101,362,7.039999999999999e-138,484.0,fig|562.76274.peg.465__CP076043__up,fig|562.76274.peg.465,CP076043,delete562.76274,262,0.0
975,fig:564.93.peg.1435__CP055872__up,89.243,251,21,6,15,262,115,362,3.45e-85,309.0,fig|564.93.peg.1435__CP055872__up,fig|564.93.peg.1435,CP055872,delete564.93,262,3.0
1420,fig:562.45432.peg.1837__CP034404__up,100.0,262,0,0,1,262,101,362,6.91e-138,484.0,fig|562.45432.peg.1837__CP034404__up,fig|562.45432.peg.1837,CP034404,delete562.45432,262,0.0
1365,fig:562.61495.peg.220__CP054314__up,97.382,191,0,2,76,262,1,190,2.22e-88,320.0,fig|562.61495.peg.220__CP054314__up,fig|562.61495.peg.220,CP054314,delete562.61495,262,31.0
1485,fig:562.109772.peg.1647__CP103529__up,100.0,262,0,0,1,262,101,362,7e-138,484.0,fig|562.109772.peg.1647__CP103529__up,fig|562.109772.peg.1647,CP103529,delete562.109772,262,0.0
1359,fig:562.28203.peg.2529__CP025703__up,100.0,262,0,0,1,262,101,362,6.36e-138,484.0,fig|562.28203.peg.2529__CP025703__up,fig|562.28203.peg.2529,CP025703,delete562.28203,262,0.0
1523,fig:562.96035.peg.1538__CP060969__up,99.62,263,0,1,1,262,100,362,3.2399999999999997e-136,479.0,fig|562.96035.peg.1538__CP060969__up,fig|562.96035.peg.1538,CP060969,delete562.96035,262,1.0
1500,fig:562.9018.peg.2357__LM993812__up,100.0,262,0,0,1,262,101,362,7.33e-138,484.0,fig|562.9018.peg.2357__LM993812__up,fig|562.9018.peg.2357,LM993812,delete562.9018,262,0.0
1386,fig:83334.298.peg.3864__CP038494__up,100.0,262,0,0,1,262,101,362,6.66e-138,484.0,fig|83334.298.peg.3864__CP038494__up,fig|83334.298.peg.3864,CP038494,delete83334.298,262,0.0
1387,fig:562.29117.peg.344__CP027582__up,100.0,262,0,0,1,262,101,362,6.94e-138,484.0,fig|562.29117.peg.344__CP027582__up,fig|562.29117.peg.344,CP027582,delete562.29117,262,0.0
1549,fig:562.109786.peg.1492__CP103694__up,100.0,262,0,0,1,262,101,362,6.97e-138,484.0,fig|562.109786.peg.1492__CP103694__up,fig|562.109786.peg.1492,CP103694,delete562.109786,262,0.0
1539,fig:562.79203.peg.1613__CP081706__up,100.0,262,0,0,1,262,101,362,6.9e-138,484.0,fig|562.79203.peg.1613__CP081706__up,fig|562.79203.peg.1613,CP081706,delete562.79203,262,0.0
1362,fig:562.108466.peg.4648__CP075716__up,100.0,260,0,0,3,262,103,362,8.89e-137,481.0,fig|562.108466.peg.4648__CP075716__up,fig|562.108466.peg.4648,CP075716,delete562.108466,262,7.0
1366,fig:562.28693.peg.3612__CP027221__up,100.0,262,0,0,1,262,101,362,6.799999999999999e-138,484.0,fig|562.28693.peg.3612__CP027221__up,fig|562.28693.peg.3612,CP027221,delete562.28693,262,0.0
1419,fig:562.61492.peg.3141__CP054371__up,100.0,262,0,0,1,262,101,362,6.73e-138,484.0,fig|562.61492.peg.3141__CP054371__up,fig|562.61492.peg.3141,CP054371,delete562.61492,262,0.0
1441,fig:562.17620.peg.4234__CP021732__up,100.0,262,0,0,1,262,101,362,6.84e-138,484.0,fig|562.17620.peg.4234__CP021732__up,fig|562.17620.peg.4234,CP021732,delete562.17620,262,0.0
