,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
2763,fig:562.46071.peg.1396__CP038857__up,100.0,286,0,0,1,286,101,386,3.5e-151,529.0,fig|562.46071.peg.1396__CP038857__up,fig|562.46071.peg.1396,CP038857,delete562.46071,286,0.0
2327,fig:562.70513.peg.1654__CP068813__up,99.65,286,1,0,1,286,101,386,1.55e-149,523.0,fig|562.70513.peg.1654__CP068813__up,fig|562.70513.peg.1654,CP068813,delete562.70513,286,2.0
2469,fig:562.67796.peg.1468__LR883006__up,99.65,286,1,0,1,286,101,386,1.6e-149,523.0,fig|562.67796.peg.1468__LR883006__up,fig|562.67796.peg.1468,LR883006,delete562.67796,286,1.0
2480,fig:83334.637.peg.1461__CP104309__up,100.0,286,0,0,1,286,101,386,3.33e-151,529.0,fig|83334.637.peg.1461__CP104309__up,fig|83334.637.peg.1461,CP104309,delete83334.637,286,0.0
2434,fig:562.102351.peg.1560__CP095083__up,100.0,286,0,0,1,286,101,386,3.37e-151,529.0,fig|562.102351.peg.1560__CP095083__up,fig|562.102351.peg.1560,CP095083,delete562.102351,286,0.0
2680,fig:562.76274.peg.368__CP076043__up,100.0,286,0,0,1,286,101,386,3.5e-151,529.0,fig|562.76274.peg.368__CP076043__up,fig|562.76274.peg.368,CP076043,delete562.76274,286,0.0
1716,fig:564.93.peg.1354__CP055872__up,99.65,286,1,0,1,286,101,386,1.25e-149,523.0,fig|564.93.peg.1354__CP055872__up,fig|564.93.peg.1354,CP055872,delete564.93,286,5.0
2522,fig:562.45432.peg.1933__CP034404__up,99.301,286,2,0,1,286,101,386,7.49e-148,518.0,fig|562.45432.peg.1933__CP034404__up,fig|562.45432.peg.1933,CP034404,delete562.45432,286,8.0
2486,fig:562.61495.peg.317__CP054314__up,99.65,286,1,0,1,286,101,386,1.72e-149,523.0,fig|562.61495.peg.317__CP054314__up,fig|562.61495.peg.317,CP054314,delete562.61495,286,1.0
2756,fig:562.109772.peg.1505__CP103529__up,100.0,286,0,0,1,286,101,386,3.48e-151,529.0,fig|562.109772.peg.1505__CP103529__up,fig|562.109772.peg.1505,CP103529,delete562.109772,286,0.0
2436,fig:562.28203.peg.2614__CP025703__up,100.0,286,0,0,1,286,101,386,3.18e-151,529.0,fig|562.28203.peg.2614__CP025703__up,fig|562.28203.peg.2614,CP025703,delete562.28203,286,0.0
2738,fig:562.96035.peg.1459__CP060969__up,100.0,286,0,0,1,286,101,386,3.46e-151,529.0,fig|562.96035.peg.1459__CP060969__up,fig|562.96035.peg.1459,CP060969,delete562.96035,286,0.0
2778,fig:562.9018.peg.2454__LM993812__up,100.0,286,0,0,1,286,101,386,3.65e-151,529.0,fig|562.9018.peg.2454__LM993812__up,fig|562.9018.peg.2454,LM993812,delete562.9018,286,0.0
2488,fig:83334.298.peg.3954__CP038494__up,100.0,286,0,0,1,286,101,386,3.34e-151,529.0,fig|83334.298.peg.3954__CP038494__up,fig|83334.298.peg.3954,CP038494,delete83334.298,286,0.0
2492,fig:562.29117.peg.233__CP027582__up,99.65,286,1,0,1,286,101,386,1.61e-149,523.0,fig|562.29117.peg.233__CP027582__up,fig|562.29117.peg.233,CP027582,delete562.29117,286,1.0
2800,fig:562.109786.peg.1354__CP103694__up,99.65,286,1,0,1,286,101,386,1.61e-149,523.0,fig|562.109786.peg.1354__CP103694__up,fig|562.109786.peg.1354,CP103694,delete562.109786,286,4.0
2725,fig:562.79203.peg.1525__CP081706__up,100.0,286,0,0,1,286,101,386,3.45e-151,529.0,fig|562.79203.peg.1525__CP081706__up,fig|562.79203.peg.1525,CP081706,delete562.79203,286,0.0
2436,fig:562.108466.peg.4492__CP075716__up,100.0,286,0,0,1,286,101,386,3.44e-151,529.0,fig|562.108466.peg.4492__CP075716__up,fig|562.108466.peg.4492,CP075716,delete562.108466,286,0.0
2440,fig:562.28693.peg.3788__CP027221__up,99.65,286,1,0,1,286,101,386,1.58e-149,523.0,fig|562.28693.peg.3788__CP027221__up,fig|562.28693.peg.3788,CP027221,delete562.28693,286,1.0
2562,fig:562.61492.peg.3222__CP054371__up,99.65,286,1,0,1,286,101,386,1.57e-149,523.0,fig|562.61492.peg.3222__CP054371__up,fig|562.61492.peg.3222,CP054371,delete562.61492,286,9.0
2653,fig:562.17620.peg.4138__CP021732__up,100.0,286,0,0,1,286,101,386,3.42e-151,529.0,fig|562.17620.peg.4138__CP021732__up,fig|562.17620.peg.4138,CP021732,delete562.17620,286,0.0
2808,fig:562.114657.peg.1485__CP024134__up,100.0,286,0,0,1,286,101,386,3.5e-151,529.0,fig|562.114657.peg.1485__CP024134__up,fig|562.114657.peg.1485,CP024134,delete562.114657,286,0.0
2594,fig:562.25386.peg.4328__CP025036__up,99.65,286,1,0,1,286,101,386,1.61e-149,523.0,fig|562.25386.peg.4328__CP025036__up,fig|562.25386.peg.4328,CP025036,delete562.25386,286,1.0
2436,fig:562.75630.peg.3393__CP072787__up,100.0,286,0,0,1,286,101,386,3.15e-151,529.0,fig|562.75630.peg.3393__CP072787__up,fig|562.75630.peg.3393,CP072787,delete562.75630,286,0.0
2766,fig:562.55237.peg.3134__CP047594__up,100.0,286,0,0,1,286,101,386,3.54e-151,529.0,fig|562.55237.peg.3134__CP047594__up,fig|562.55237.peg.3134,CP047594,delete562.55237,286,0.0
2735,fig:562.67791.peg.1455__LR882973__up,100.0,286,0,0,1,286,101,386,3.44e-151,529.0,fig|562.67791.peg.1455__LR882973__up,fig|562.67791.peg.1455,LR882973,delete562.67791,286,0.0
2435,fig:562.70726.peg.1014__CP069441__up,100.0,286,0,0,1,286,101,386,3.17e-151,529.0,fig|562.70726.peg.1014__CP069441__up,fig|562.70726.peg.1014,CP069441,delete562.70726,286,0.0
1720,fig:564.142.peg.1354__CP057504__up,100.0,286,0,0,1,286,101,386,2.6e-151,529.0,fig|564.142.peg.1354__CP057504__up,fig|564.142.peg.1354,CP057504,delete564.142,286,0.0
2343,fig:562.70514.peg.1424__CP068823__up,99.65,286,1,0,1,286,101,386,1.52e-149,523.0,fig|562.70514.peg.1424__CP068823__up,fig|562.70514.peg.1424,CP068823,delete562.70514,286,1.0
2436,fig:562.74729.peg.3394__CP072785__up,100.0,286,0,0,1,286,101,386,3.15e-151,529.0,fig|562.74729.peg.3394__CP072785__up,fig|562.74729.peg.3394,CP072785,delete562.74729,286,0.0
2389,fig:941322.178.peg.1471__CP103592__up,100.0,286,0,0,1,286,101,386,3.26e-151,529.0,fig|941322.178.peg.1471__CP103592__up,fig|941322.178.peg.1471,CP103592,delete941322.178,286,0.0
2765,fig:562.79204.peg.1375__CP081711__up,100.0,286,0,0,1,286,101,386,3.5e-151,529.0,fig|562.79204.peg.1375__CP081711__up,fig|562.79204.peg.1375,CP081711,delete562.79204,286,0.0
2518,fig:562.109781.peg.1425__CP103623__up,100.0,286,0,0,1,286,101,386,3.3999999999999996e-151,529.0,fig|562.109781.peg.1425__CP103623__up,fig|562.109781.peg.1425,CP103623,delete562.109781,286,0.0
2754,fig:2048780.3.peg.1662__CP024257__up,99.65,286,1,0,1,286,101,386,1.63e-149,523.0,fig|2048780.3.peg.1662__CP024257__up,fig|2048780.3.peg.1662,CP024257,delete2048780.3,286,14.0
