,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
674,fig:562.46071.peg.3085__CP038857__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.46071.peg.3085__CP038857__up,fig|562.46071.peg.3085,CP038857,delete562.46071,387,0.0
598,fig:562.70513.peg.3474__CP068813__up,99.742,387,1,0,1,387,101,487,0.0,710.0,fig|562.70513.peg.3474__CP068813__up,fig|562.70513.peg.3474,CP068813,delete562.70513,387,5.0
624,fig:562.67796.peg.3178__LR883006__up,99.483,387,2,0,1,387,101,487,0.0,704.0,fig|562.67796.peg.3178__LR883006__up,fig|562.67796.peg.3178,LR883006,delete562.67796,387,1.0
629,fig:83334.637.peg.3816__CP104309__up,99.225,387,3,0,1,387,101,487,0.0,699.0,fig|83334.637.peg.3816__CP104309__up,fig|83334.637.peg.3816,CP104309,delete83334.637,387,3.0
629,fig:562.102351.peg.3345__CP095083__up,99.225,387,3,0,1,387,101,487,0.0,699.0,fig|562.102351.peg.3345__CP095083__up,fig|562.102351.peg.3345,CP095083,delete562.102351,387,9.0
670,fig:562.76274.peg.1911__CP076043__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.76274.peg.1911__CP076043__up,fig|562.76274.peg.1911,CP076043,delete562.76274,387,0.0
648,fig:562.45432.peg.240__CP034404__up,99.742,387,1,0,1,387,101,487,0.0,710.0,fig|562.45432.peg.240__CP034404__up,fig|562.45432.peg.240,CP034404,delete562.45432,387,2.0
624,fig:562.61495.peg.3994__CP054314__up,99.742,387,1,0,1,387,101,487,0.0,710.0,fig|562.61495.peg.3994__CP054314__up,fig|562.61495.peg.3994,CP054314,delete562.61495,387,2.0
679,fig:562.109772.peg.3222__CP103529__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.109772.peg.3222__CP103529__up,fig|562.109772.peg.3222,CP103529,delete562.109772,387,0.0
625,fig:562.28203.peg.1028__CP025703__up,98.966,387,4,0,1,387,101,487,0.0,693.0,fig|562.28203.peg.1028__CP025703__up,fig|562.28203.peg.1028,CP025703,delete562.28203,387,10.0
676,fig:562.96035.peg.3173__CP060969__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.96035.peg.3173__CP060969__up,fig|562.96035.peg.3173,CP060969,delete562.96035,387,0.0
692,fig:562.9018.peg.911__LM993812__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.9018.peg.911__LM993812__up,fig|562.9018.peg.911,LM993812,delete562.9018,387,0.0
630,fig:83334.298.peg.1731__CP038494__up,99.225,387,3,0,1,387,101,487,0.0,699.0,fig|83334.298.peg.1731__CP038494__up,fig|83334.298.peg.1731,CP038494,delete83334.298,387,3.0
632,fig:562.29117.peg.2591__CP027582__up,99.742,387,1,0,1,387,101,487,0.0,710.0,fig|562.29117.peg.2591__CP027582__up,fig|562.29117.peg.2591,CP027582,delete562.29117,387,2.0
676,fig:562.109786.peg.2958__CP103694__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.109786.peg.2958__CP103694__up,fig|562.109786.peg.2958,CP103694,delete562.109786,387,0.0
651,fig:562.79203.peg.3213__CP081706__up,99.742,387,1,0,1,387,101,487,0.0,710.0,fig|562.79203.peg.3213__CP081706__up,fig|562.79203.peg.3213,CP081706,delete562.79203,387,2.0
625,fig:562.108466.peg.1306__CP075716__up,99.742,387,1,0,1,387,101,487,0.0,710.0,fig|562.108466.peg.1306__CP075716__up,fig|562.108466.peg.1306,CP075716,delete562.108466,387,2.0
626,fig:562.28693.peg.1621__CP027221__up,99.742,387,1,0,1,387,101,487,0.0,710.0,fig|562.28693.peg.1621__CP027221__up,fig|562.28693.peg.1621,CP027221,delete562.28693,387,2.0
648,fig:562.61492.peg.1540__CP054371__up,98.966,387,4,0,1,387,101,487,0.0,693.0,fig|562.61492.peg.1540__CP054371__up,fig|562.61492.peg.1540,CP054371,delete562.61492,387,
650,fig:562.17620.peg.924__CP021732__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.17620.peg.924__CP021732__up,fig|562.17620.peg.924,CP021732,delete562.17620,387,0.0
685,fig:562.114657.peg.3666__CP024134__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.114657.peg.3666__CP024134__up,fig|562.114657.peg.3666,CP024134,delete562.114657,387,0.0
665,fig:562.25386.peg.2611__CP025036__up,99.483,387,2,0,1,387,101,487,0.0,704.0,fig|562.25386.peg.2611__CP025036__up,fig|562.25386.peg.2611,CP025036,delete562.25386,387,1.0
636,fig:562.75630.peg.1755__CP072787__up,99.483,387,2,0,1,387,101,487,0.0,704.0,fig|562.75630.peg.1755__CP072787__up,fig|562.75630.peg.1755,CP072787,delete562.75630,387,4.0
676,fig:562.55237.peg.1542__CP047594__up,100.0,387,0,0,1,387,101,487,0.0,715.0,fig|562.55237.peg.1542__CP047594__up,fig|562.55237.peg.1542,CP047594,delete562.55237,387,0.0
667,fig:562.67791.peg.3014__LR882973__up,99.225,387,3,0,1,387,101,487,0.0,699.0,fig|562.67791.peg.3014__LR882973__up,fig|562.67791.peg.3014,LR882973,delete562.67791,387,24.0
634,fig:562.70726.peg.4356__CP069441__up,99.483,387,2,0,1,387,101,487,0.0,704.0,fig|562.70726.peg.4356__CP069441__up,fig|562.70726.peg.4356,CP069441,delete562.70726,387,4.0
613,fig:562.70514.peg.1806__CP068823__up,99.225,387,3,0,1,387,101,487,0.0,699.0,fig|562.70514.peg.1806__CP068823__up,fig|562.70514.peg.1806,CP068823,delete562.70514,387,29.0
