,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
1054,fig:562.46071.peg.1094__CP038857__up,100.0,271,0,0,1,271,113,383,7.25e-143,501.0,fig|562.46071.peg.1094__CP038857__up,fig|562.46071.peg.1094,CP038857,delete562.46071,271,0.0
890,fig:562.70513.peg.1322__CP068813__up,98.155,271,5,0,1,271,113,383,1.49e-134,473.0,fig|562.70513.peg.1322__CP068813__up,fig|562.70513.peg.1322,CP068813,delete562.70513,271,6.0
934,fig:562.67796.peg.1125__LR883006__up,99.631,271,1,0,1,271,113,383,3.28e-141,496.0,fig|562.67796.peg.1125__LR883006__up,fig|562.67796.peg.1125,LR883006,delete562.67796,271,7.0
963,fig:83334.637.peg.1125__CP104309__up,97.048,271,8,0,1,271,113,383,1.5100000000000002e-129,457.0,fig|83334.637.peg.1125__CP104309__up,fig|83334.637.peg.1125,CP104309,delete83334.637,271,1.0
950,fig:562.102351.peg.1183__CP095083__up,96.679,271,9,0,1,271,113,383,7.07e-128,451.0,fig|562.102351.peg.1183__CP095083__up,fig|562.102351.peg.1183,CP095083,delete562.102351,271,11.0
1023,fig:562.76274.peg.37__CP076043__up,100.0,271,0,0,1,271,113,383,7.25e-143,501.0,fig|562.76274.peg.37__CP076043__up,fig|562.76274.peg.37,CP076043,delete562.76274,271,0.0
663,fig:564.93.peg.897__CP055872__up,77.061,279,50,12,1,271,99,371,8.26e-37,148.0,fig|564.93.peg.897__CP055872__up,fig|564.93.peg.897,CP055872,delete564.93,271,12.0
988,fig:562.45432.peg.2236__CP034404__up,100.0,271,0,0,1,271,113,383,7.12e-143,501.0,fig|562.45432.peg.2236__CP034404__up,fig|562.45432.peg.2236,CP034404,delete562.45432,271,0.0
926,fig:562.61495.peg.732__CP054314__up,99.262,271,0,1,1,271,115,383,5.93e-139,488.0,fig|562.61495.peg.732__CP054314__up,fig|562.61495.peg.732,CP054314,delete562.61495,271,74.0
1062,fig:562.109772.peg.1205__CP103529__up,99.262,271,2,0,1,271,101,371,1.5599999999999999e-139,490.0,fig|562.109772.peg.1205__CP103529__up,fig|562.109772.peg.1205,CP103529,delete562.109772,271,10.0
944,fig:562.28203.peg.2966__CP025703__up,98.524,271,4,0,1,271,113,383,3.07e-136,479.0,fig|562.28203.peg.2966__CP025703__up,fig|562.28203.peg.2966,CP025703,delete562.28203,271,2.0
1093,fig:562.96035.peg.1149__CP060969__up,100.0,271,0,0,1,271,113,383,7.170000000000001e-143,501.0,fig|562.96035.peg.1149__CP060969__up,fig|562.96035.peg.1149,CP060969,delete562.96035,271,0.0
1069,fig:562.9018.peg.2793__LM993812__up,100.0,271,0,0,1,271,113,383,7.55e-143,501.0,fig|562.9018.peg.2793__LM993812__up,fig|562.9018.peg.2793,LM993812,delete562.9018,271,0.0
965,fig:83334.298.peg.4350__CP038494__up,97.048,271,8,0,1,271,113,383,1.5100000000000002e-129,457.0,fig|83334.298.peg.4350__CP038494__up,fig|83334.298.peg.4350,CP038494,delete83334.298,271,1.0
959,fig:562.29117.peg.5721__CP027582__up,99.631,271,1,0,1,271,113,383,3.32e-141,496.0,fig|562.29117.peg.5721__CP027582__up,fig|562.29117.peg.5721,CP027582,delete562.29117,271,7.0
1122,fig:562.109786.peg.1053__CP103694__up,100.0,271,0,0,1,271,113,383,7.170000000000001e-143,501.0,fig|562.109786.peg.1053__CP103694__up,fig|562.109786.peg.1053,CP103694,delete562.109786,271,0.0
