,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
3049,fig:562.46071.peg.2103__CP038857__up,99.682,314,0,1,1,314,102,414,1.7600000000000003e-164,573.0,fig|562.46071.peg.2103__CP038857__up,fig|562.46071.peg.2103,CP038857,delete562.46071,314,17.0
2548,fig:562.70513.peg.2526__CP068813__up,99.045,314,3,0,1,314,101,414,1e-161,564.0,fig|562.70513.peg.2526__CP068813__up,fig|562.70513.peg.2526,CP068813,delete562.70513,314,3.0
2715,fig:562.67796.peg.2179__LR883006__up,100.0,314,0,0,1,314,101,414,1.0300000000000001e-166,580.0,fig|562.67796.peg.2179__LR883006__up,fig|562.67796.peg.2179,LR883006,delete562.67796,314,0.0
2735,fig:83334.637.peg.2337__CP104309__up,99.682,314,1,0,1,314,101,414,4.64e-165,575.0,fig|83334.637.peg.2337__CP104309__up,fig|83334.637.peg.2337,CP104309,delete83334.637,314,2.0
2683,fig:562.102351.peg.2262__CP095083__up,99.363,314,2,0,1,314,101,414,2.180000000000001e-163,569.0,fig|562.102351.peg.2262__CP095083__up,fig|562.102351.peg.2262,CP095083,delete562.102351,314,9.0
2958,fig:562.76274.peg.1002__CP076043__up,100.0,314,0,0,1,314,101,414,1.0500000000000001e-166,580.0,fig|562.76274.peg.1002__CP076043__up,fig|562.76274.peg.1002,CP076043,delete562.76274,314,0.0
1869,fig:564.93.peg.2019__CP055872__up,98.408,314,5,0,1,314,101,414,1.76e-158,553.0,fig|564.93.peg.2019__CP055872__up,fig|564.93.peg.2019,CP055872,delete564.93,314,
2780,fig:562.45432.peg.1199__CP034404__up,99.682,314,1,0,1,314,101,414,4.81e-165,575.0,fig|562.45432.peg.1199__CP034404__up,fig|562.45432.peg.1199,CP034404,delete562.45432,314,1.0
2731,fig:562.61495.peg.5110__CP054314__up,99.679,312,1,0,3,314,103,414,6.700000000000001e-164,571.0,fig|562.61495.peg.5110__CP054314__up,fig|562.61495.peg.5110,CP054314,delete562.61495,314,83.0
3042,fig:562.109772.peg.2326__CP103529__up,100.0,314,0,0,1,314,101,414,1.0500000000000001e-166,580.0,fig|562.109772.peg.2326__CP103529__up,fig|562.109772.peg.2326,CP103529,delete562.109772,314,0.0
2671,fig:562.28203.peg.1862__CP025703__up,100.0,314,0,0,1,314,101,414,9.520000000000001e-167,580.0,fig|562.28203.peg.1862__CP025703__up,fig|562.28203.peg.1862,CP025703,delete562.28203,314,0.0
3028,fig:562.96035.peg.2180__CP060969__up,99.363,314,2,0,1,314,101,414,2.2600000000000002e-163,569.0,fig|562.96035.peg.2180__CP060969__up,fig|562.96035.peg.2180,CP060969,delete562.96035,314,11.0
3077,fig:562.9018.peg.1772__LM993812__up,100.0,314,0,0,1,314,101,414,1.0999999999999999e-166,580.0,fig|562.9018.peg.1772__LM993812__up,fig|562.9018.peg.1772,LM993812,delete562.9018,314,0.0
2743,fig:83334.298.peg.3150__CP038494__up,99.682,314,1,0,1,314,101,414,4.64e-165,575.0,fig|83334.298.peg.3150__CP038494__up,fig|83334.298.peg.3150,CP038494,delete83334.298,314,2.0
2746,fig:562.29117.peg.1147__CP027582__up,100.0,314,0,0,1,314,101,414,1.0400000000000001e-166,580.0,fig|562.29117.peg.1147__CP027582__up,fig|562.29117.peg.1147,CP027582,delete562.29117,314,0.0
