,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
4834,fig:562.46071.peg.4624__CP038857__up,100.0,313,0,0,1,313,101,413,3.7700000000000004e-166,579.0,fig|562.46071.peg.4624__CP038857__up,fig|562.46071.peg.4624,CP038857,delete562.46071,313,0.0
4065,fig:562.70513.peg.5010__CP068813__up,100.0,313,0,0,1,313,101,413,3.57e-166,579.0,fig|562.70513.peg.5010__CP068813__up,fig|562.70513.peg.5010,CP068813,delete562.70513,313,0.0
4294,fig:562.67796.peg.4665__LR883006__up,99.681,313,1,0,1,313,101,413,1.7100000000000001e-164,573.0,fig|562.67796.peg.4665__LR883006__up,fig|562.67796.peg.4665,LR883006,delete562.67796,313,1.0
4337,fig:83334.637.peg.5407__CP104309__up,99.681,313,1,0,1,313,101,413,1.6600000000000001e-164,573.0,fig|83334.637.peg.5407__CP104309__up,fig|83334.637.peg.5407,CP104309,delete83334.637,313,2.0
4317,fig:562.102351.peg.5070__CP095083__up,99.681,313,1,0,1,313,101,413,1.6800000000000002e-164,573.0,fig|562.102351.peg.5070__CP095083__up,fig|562.102351.peg.5070,CP095083,delete562.102351,313,3.0
4733,fig:562.76274.peg.3192__CP076043__up,100.0,313,0,0,1,313,101,413,3.7800000000000004e-166,579.0,fig|562.76274.peg.3192__CP076043__up,fig|562.76274.peg.3192,CP076043,delete562.76274,313,0.0
2790,fig:564.93.peg.37__CP055872__up,94.481,308,17,0,6,313,106,413,3.89e-135,475.0,fig|564.93.peg.37__CP055872__up,fig|564.93.peg.37,CP055872,delete564.93,313,12.0
4452,fig:562.45432.peg.3656__CP034404__up,99.681,313,1,0,1,313,101,413,1.72e-164,573.0,fig|562.45432.peg.3656__CP034404__up,fig|562.45432.peg.3656,CP034404,delete562.45432,313,1.0
4323,fig:562.61495.peg.2251__CP054314__up,100.0,313,0,0,1,313,101,413,3.99e-166,579.0,fig|562.61495.peg.2251__CP054314__up,fig|562.61495.peg.2251,CP054314,delete562.61495,313,0.0
4864,fig:562.109772.peg.4758__CP103529__up,100.0,313,0,0,1,313,101,413,3.7600000000000004e-166,579.0,fig|562.109772.peg.4758__CP103529__up,fig|562.109772.peg.4758,CP103529,delete562.109772,313,0.0
4191,fig:562.28203.peg.4443__CP025703__up,100.0,313,0,0,1,313,101,413,3.4100000000000004e-166,579.0,fig|562.28203.peg.4443__CP025703__up,fig|562.28203.peg.4443,CP025703,delete562.28203,313,0.0
5032,fig:562.96035.peg.4575__CP060969__up,100.0,313,0,0,1,313,101,413,3.7300000000000003e-166,579.0,fig|562.96035.peg.4575__CP060969__up,fig|562.96035.peg.4575,CP060969,delete562.96035,313,0.0
4941,fig:562.9018.peg.3443__LM993812__up,100.0,313,0,0,1,313,101,413,3.93e-166,579.0,fig|562.9018.peg.3443__LM993812__up,fig|562.9018.peg.3443,LM993812,delete562.9018,313,0.0
4350,fig:83334.298.peg.184__CP038494__up,99.681,313,1,0,1,313,101,413,1.6600000000000001e-164,573.0,fig|83334.298.peg.184__CP038494__up,fig|83334.298.peg.184,CP038494,delete83334.298,313,2.0
4366,fig:562.29117.peg.4779__CP027582__up,100.0,313,0,0,1,313,101,413,3.72e-166,579.0,fig|562.29117.peg.4779__CP027582__up,fig|562.29117.peg.4779,CP027582,delete562.29117,313,0.0
5140,fig:562.109786.peg.4417__CP103694__up,100.0,313,0,0,1,313,101,413,3.7400000000000003e-166,579.0,fig|562.109786.peg.4417__CP103694__up,fig|562.109786.peg.4417,CP103694,delete562.109786,313,0.0
5275,fig:562.79203.peg.4785__CP081706__up,100.0,313,0,0,1,313,101,413,3.6999999999999997e-166,579.0,fig|562.79203.peg.4785__CP081706__up,fig|562.79203.peg.4785,CP081706,delete562.79203,313,0.0
4285,fig:562.108466.peg.2858__CP075716__up,99.681,313,1,0,1,313,101,413,1.72e-164,573.0,fig|562.108466.peg.2858__CP075716__up,fig|562.108466.peg.2858,CP075716,delete562.108466,313,1.0
4285,fig:562.28693.peg.55__CP027221__up,100.0,313,0,0,1,313,101,413,3.65e-166,579.0,fig|562.28693.peg.55__CP027221__up,fig|562.28693.peg.55,CP027221,delete562.28693,313,0.0
