,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
1797,fig:562.46071.peg.554__CP038857__up,100.0,306,0,0,1,306,101,406,2.87e-162,566.0,fig|562.46071.peg.554__CP038857__up,fig|562.46071.peg.554,CP038857,delete562.46071,306,0.0
1520,fig:562.70513.peg.607__CP068813__up,99.673,306,1,0,1,306,101,406,1.26e-160,560.0,fig|562.70513.peg.607__CP068813__up,fig|562.70513.peg.607,CP068813,delete562.70513,306,1.0
1633,fig:562.67796.peg.528__LR883006__up,100.0,306,0,0,1,306,101,406,2.79e-162,566.0,fig|562.67796.peg.528__LR883006__up,fig|562.67796.peg.528,LR883006,delete562.67796,306,0.0
1653,fig:83334.637.peg.596__CP104309__up,99.673,306,1,0,1,306,101,406,1.26e-160,560.0,fig|83334.637.peg.596__CP104309__up,fig|83334.637.peg.596,CP104309,delete83334.637,306,3.0
1613,fig:562.102351.peg.556__CP095083__up,99.673,306,1,0,1,306,101,406,1.2800000000000001e-160,560.0,fig|562.102351.peg.556__CP095083__up,fig|562.102351.peg.556,CP095083,delete562.102351,306,1.0
1763,fig:562.76274.peg.3918__CP076043__up,100.0,306,0,0,1,306,101,406,2.87e-162,566.0,fig|562.76274.peg.3918__CP076043__up,fig|562.76274.peg.3918,CP076043,delete562.76274,306,0.0
1133,fig:564.93.peg.3868__CP055872__up,92.459,305,23,0,1,305,101,405,1.7900000000000002e-123,436.0,fig|564.93.peg.3868__CP055872__up,fig|564.93.peg.3868,CP055872,delete564.93,306,13.0
1682,fig:562.45432.peg.2820__CP034404__up,100.0,306,0,0,1,306,101,406,2.82e-162,566.0,fig|562.45432.peg.2820__CP034404__up,fig|562.45432.peg.2820,CP034404,delete562.45432,306,0.0
1627,fig:562.61495.peg.1374__CP054314__up,100.0,306,0,0,1,306,101,406,3.03e-162,566.0,fig|562.61495.peg.1374__CP054314__up,fig|562.61495.peg.1374,CP054314,delete562.61495,306,0.0
1798,fig:562.109772.peg.579__CP103529__up,100.0,306,0,0,1,306,101,406,2.86e-162,566.0,fig|562.109772.peg.579__CP103529__up,fig|562.109772.peg.579,CP103529,delete562.109772,306,0.0
1601,fig:562.28203.peg.3660__CP025703__up,99.673,306,1,0,1,306,101,406,1.2100000000000002e-160,560.0,fig|562.28203.peg.3660__CP025703__up,fig|562.28203.peg.3660,CP025703,delete562.28203,306,1.0
1835,fig:562.96035.peg.561__CP060969__up,100.0,306,0,0,1,306,101,406,2.84e-162,566.0,fig|562.96035.peg.561__CP060969__up,fig|562.96035.peg.561,CP060969,delete562.96035,306,0.0
1818,fig:562.9018.peg.3288__LM993812__up,100.0,306,0,0,1,306,101,406,2.99e-162,566.0,fig|562.9018.peg.3288__LM993812__up,fig|562.9018.peg.3288,LM993812,delete562.9018,306,0.0
1655,fig:83334.298.peg.4885__CP038494__up,99.673,306,1,0,1,306,101,406,1.26e-160,560.0,fig|83334.298.peg.4885__CP038494__up,fig|83334.298.peg.4885,CP038494,delete83334.298,306,3.0
1648,fig:562.29117.peg.5171__CP027582__up,100.0,306,0,0,1,306,101,406,2.83e-162,566.0,fig|562.29117.peg.5171__CP027582__up,fig|562.29117.peg.5171,CP027582,delete562.29117,306,0.0
1860,fig:562.109786.peg.532__CP103694__up,100.0,306,0,0,1,306,101,406,2.84e-162,566.0,fig|562.109786.peg.532__CP103694__up,fig|562.109786.peg.532,CP103694,delete562.109786,306,0.0
1829,fig:562.79203.peg.539__CP081706__up,99.02,306,3,0,1,306,101,406,2.8300000000000004e-157,549.0,fig|562.79203.peg.539__CP081706__up,fig|562.79203.peg.539,CP081706,delete562.79203,306,5.0
1625,fig:562.108466.peg.3649__CP075716__up,100.0,306,0,0,1,306,101,406,2.8e-162,566.0,fig|562.108466.peg.3649__CP075716__up,fig|562.108466.peg.3649,CP075716,delete562.108466,306,0.0
1616,fig:562.28693.peg.4764__CP027221__up,100.0,306,0,0,1,306,101,406,2.77e-162,566.0,fig|562.28693.peg.4764__CP027221__up,fig|562.28693.peg.4764,CP027221,delete562.28693,306,0.0
1698,fig:562.61492.peg.4074__CP054371__up,99.673,306,1,0,1,306,101,406,1.2800000000000001e-160,560.0,fig|562.61492.peg.4074__CP054371__up,fig|562.61492.peg.4074,CP054371,delete562.61492,306,1.0
1730,fig:562.17620.peg.3316__CP021732__up,100.0,306,0,0,1,306,101,406,2.79e-162,566.0,fig|562.17620.peg.3316__CP021732__up,fig|562.17620.peg.3316,CP021732,delete562.17620,306,0.0
1853,fig:562.114657.peg.592__CP024134__up,100.0,306,0,0,1,306,101,406,2.87e-162,566.0,fig|562.114657.peg.592__CP024134__up,fig|562.114657.peg.592,CP024134,delete562.114657,306,0.0
1718,fig:562.25386.peg.215__CP025036__up,100.0,306,0,0,1,306,101,406,2.83e-162,566.0,fig|562.25386.peg.215__CP025036__up,fig|562.25386.peg.215,CP025036,delete562.25386,306,0.0
1638,fig:562.75630.peg.4347__CP072787__up,99.673,306,1,0,1,306,101,406,1.2e-160,560.0,fig|562.75630.peg.4347__CP072787__up,fig|562.75630.peg.4347,CP072787,delete562.75630,306,1.0
1807,fig:562.55237.peg.3955__CP047594__up,100.0,306,0,0,1,306,101,406,2.9e-162,566.0,fig|562.55237.peg.3955__CP047594__up,fig|562.55237.peg.3955,CP047594,delete562.55237,306,0.0
1846,fig:562.67791.peg.590__LR882973__up,100.0,306,0,0,1,306,101,406,2.81e-162,566.0,fig|562.67791.peg.590__LR882973__up,fig|562.67791.peg.590,LR882973,delete562.67791,306,0.0
