,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
640,fig:562.46071.peg.4537__CP038857__up,99.694,327,1,0,1,327,101,427,3.0399999999999997e-172,599.0,fig|562.46071.peg.4537__CP038857__up,fig|562.46071.peg.4537,CP038857,delete562.46071,327,187.0
564,fig:562.70513.peg.4905__CP068813__up,98.471,327,5,0,1,327,101,427,1.35e-165,577.0,fig|562.70513.peg.4905__CP068813__up,fig|562.70513.peg.4905,CP068813,delete562.70513,327,4.0
590,fig:562.67796.peg.4578__LR883006__up,98.471,327,5,0,1,327,101,427,1.38e-165,577.0,fig|562.67796.peg.4578__LR883006__up,fig|562.67796.peg.4578,LR883006,delete562.67796,327,1.0
595,fig:83334.637.peg.5314__CP104309__up,97.248,327,9,0,1,327,101,427,6.31e-159,555.0,fig|83334.637.peg.5314__CP104309__up,fig|83334.637.peg.5314,CP104309,delete83334.637,327,6.0
595,fig:562.102351.peg.4984__CP095083__up,98.471,327,5,0,1,327,101,427,1.36e-165,577.0,fig|562.102351.peg.4984__CP095083__up,fig|562.102351.peg.4984,CP095083,delete562.102351,327,4.0
638,fig:562.76274.peg.3106__CP076043__up,100.0,327,0,0,1,327,101,427,6.53e-174,604.0,fig|562.76274.peg.3106__CP076043__up,fig|562.76274.peg.3106,CP076043,delete562.76274,327,0.0
614,fig:562.45432.peg.3749__CP034404__up,98.471,327,5,0,1,327,101,427,1.4e-165,577.0,fig|562.45432.peg.3749__CP034404__up,fig|562.45432.peg.3749,CP034404,delete562.45432,327,1.0
591,fig:562.61495.peg.2355__CP054314__up,97.568,329,5,2,1,327,100,427,1.52e-160,560.0,fig|562.61495.peg.2355__CP054314__up,fig|562.61495.peg.2355,CP054314,delete562.61495,327,97.0
643,fig:562.109772.peg.4671__CP103529__up,100.0,327,0,0,1,327,101,427,6.5e-174,604.0,fig|562.109772.peg.4671__CP103529__up,fig|562.109772.peg.4671,CP103529,delete562.109772,327,0.0
588,fig:562.28203.peg.4540__CP025703__up,96.296,324,12,0,1,324,101,424,2.8199999999999997e-152,532.0,fig|562.28203.peg.4540__CP025703__up,fig|562.28203.peg.4540,CP025703,delete562.28203,327,18.0
642,fig:562.96035.peg.4489__CP060969__up,97.859,327,7,0,1,327,101,427,3.05e-162,566.0,fig|562.96035.peg.4489__CP060969__up,fig|562.96035.peg.4489,CP060969,delete562.96035,327,20.0
657,fig:562.9018.peg.4109__LM993812__up,100.0,327,0,0,1,327,101,427,6.7999999999999995e-174,604.0,fig|562.9018.peg.4109__LM993812__up,fig|562.9018.peg.4109,LM993812,delete562.9018,327,0.0
596,fig:83334.298.peg.278__CP038494__up,97.248,327,9,0,1,327,101,427,6.31e-159,555.0,fig|83334.298.peg.278__CP038494__up,fig|83334.298.peg.278,CP038494,delete83334.298,327,6.0
598,fig:562.29117.peg.4253__CP027582__up,98.165,327,6,0,1,327,101,427,6.5300000000000006e-164,571.0,fig|562.29117.peg.4253__CP027582__up,fig|562.29117.peg.4253,CP027582,delete562.29117,327,10.0
642,fig:562.109786.peg.4333__CP103694__up,99.694,327,1,0,1,327,101,427,3.01e-172,599.0,fig|562.109786.peg.4333__CP103694__up,fig|562.109786.peg.4333,CP103694,delete562.109786,327,3.0
617,fig:562.79203.peg.4693__CP081706__up,98.471,327,5,0,1,327,101,427,1.4e-165,577.0,fig|562.79203.peg.4693__CP081706__up,fig|562.79203.peg.4693,CP081706,delete562.79203,327,1.0
