,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
3374,fig:562.46071.peg.2520__CP038857__up,100.0,280,0,0,1,280,101,380,7.45e-148,518.0,fig|562.46071.peg.2520__CP038857__up,fig|562.46071.peg.2520,CP038857,delete562.46071,280,0.0
2805,fig:562.70513.peg.2940__CP068813__up,99.286,280,2,0,1,280,101,380,1.5300000000000002e-144,507.0,fig|562.70513.peg.2940__CP068813__up,fig|562.70513.peg.2940,CP068813,delete562.70513,280,3.0
3001,fig:562.67796.peg.2601__LR883006__up,99.286,280,2,0,1,280,101,380,1.5700000000000002e-144,507.0,fig|562.67796.peg.2601__LR883006__up,fig|562.67796.peg.2601,LR883006,delete562.67796,280,3.0
3029,fig:83334.637.peg.2778__CP104309__up,99.286,280,2,0,1,280,101,380,1.5300000000000002e-144,507.0,fig|83334.637.peg.2778__CP104309__up,fig|83334.637.peg.2778,CP104309,delete83334.637,280,2.0
3009,fig:562.102351.peg.2673__CP095083__up,99.286,280,2,0,1,280,101,380,1.5400000000000002e-144,507.0,fig|562.102351.peg.2673__CP095083__up,fig|562.102351.peg.2673,CP095083,delete562.102351,280,5.0
3313,fig:562.76274.peg.1405__CP076043__up,100.0,280,0,0,1,280,101,380,7.45e-148,518.0,fig|562.76274.peg.1405__CP076043__up,fig|562.76274.peg.1405,CP076043,delete562.76274,280,0.0
3071,fig:562.45432.peg.777__CP034404__up,99.286,280,2,0,1,280,101,380,1.58e-144,507.0,fig|562.45432.peg.777__CP034404__up,fig|562.45432.peg.777,CP034404,delete562.45432,280,3.0
3011,fig:562.61495.peg.4608__CP054314__up,99.644,281,0,1,1,280,100,380,3.64e-146,512.0,fig|562.61495.peg.4608__CP054314__up,fig|562.61495.peg.4608,CP054314,delete562.61495,280,43.0
3360,fig:562.109772.peg.2684__CP103529__up,100.0,280,0,0,1,280,101,380,7.42e-148,518.0,fig|562.109772.peg.2684__CP103529__up,fig|562.109772.peg.2684,CP103529,delete562.109772,280,0.0
2944,fig:562.28203.peg.1541__CP025703__up,99.643,280,1,0,1,280,101,380,3.13e-146,512.0,fig|562.28203.peg.1541__CP025703__up,fig|562.28203.peg.1541,CP025703,delete562.28203,280,1.0
3343,fig:562.96035.peg.2533__CP060969__up,100.0,280,0,0,1,280,101,380,7.37e-148,518.0,fig|562.96035.peg.2533__CP060969__up,fig|562.96035.peg.2533,CP060969,delete562.96035,280,0.0
3448,fig:562.9018.peg.1398__LM993812__up,100.0,280,0,0,1,280,101,380,7.71e-148,518.0,fig|562.9018.peg.1398__LM993812__up,fig|562.9018.peg.1398,LM993812,delete562.9018,280,0.0
3039,fig:83334.298.peg.2705__CP038494__up,99.286,280,2,0,1,280,101,380,1.5300000000000002e-144,507.0,fig|83334.298.peg.2705__CP038494__up,fig|83334.298.peg.2705,CP038494,delete83334.298,280,2.0
3035,fig:562.29117.peg.1565__CP027582__up,99.286,280,2,0,1,280,101,380,1.59e-144,507.0,fig|562.29117.peg.1565__CP027582__up,fig|562.29117.peg.1565,CP027582,delete562.29117,280,4.0
3414,fig:562.109786.peg.2453__CP103694__up,100.0,280,0,0,1,280,101,380,7.38e-148,518.0,fig|562.109786.peg.2453__CP103694__up,fig|562.109786.peg.2453,CP103694,delete562.109786,280,0.0
