,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
5152,fig:562.46071.peg.2403__CP038857__up,99.764,424,1,0,1,424,101,524,0.0,778.0,fig|562.46071.peg.2403__CP038857__up,fig|562.46071.peg.2403,CP038857,delete562.46071,424,10.0
4360,fig:562.70513.peg.2825__CP068813__up,99.292,424,3,0,1,424,101,524,0.0,767.0,fig|562.70513.peg.2825__CP068813__up,fig|562.70513.peg.2825,CP068813,delete562.70513,424,4.0
4593,fig:562.67796.peg.2487__LR883006__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.67796.peg.2487__LR883006__up,fig|562.67796.peg.2487,LR883006,delete562.67796,424,0.0
4609,fig:83334.637.peg.2881__CP104309__up,99.292,424,3,0,1,424,101,524,0.0,767.0,fig|83334.637.peg.2881__CP104309__up,fig|83334.637.peg.2881,CP104309,delete83334.637,424,1.0
4612,fig:562.102351.peg.2571__CP095083__up,97.877,424,9,0,1,424,101,524,0.0,734.0,fig|562.102351.peg.2571__CP095083__up,fig|562.102351.peg.2571,CP095083,delete562.102351,424,7.0
5040,fig:562.76274.peg.1285__CP076043__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.76274.peg.1285__CP076043__up,fig|562.76274.peg.1285,CP076043,delete562.76274,424,0.0
4783,fig:562.45432.peg.891__CP034404__up,99.764,424,1,0,1,424,101,524,0.0,778.0,fig|562.45432.peg.891__CP034404__up,fig|562.45432.peg.891,CP034404,delete562.45432,424,24.0
4612,fig:562.61495.peg.4738__CP054314__up,98.821,424,4,1,1,424,102,524,0.0,754.0,fig|562.61495.peg.4738__CP054314__up,fig|562.61495.peg.4738,CP054314,delete562.61495,424,114.0
5189,fig:562.109772.peg.2561__CP103529__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.109772.peg.2561__CP103529__up,fig|562.109772.peg.2561,CP103529,delete562.109772,424,0.0
5387,fig:562.96035.peg.2421__CP060969__up,98.83,171,2,0,254,424,354,524,9.66e-84,305.0,fig|562.96035.peg.2421__CP060969__up,fig|562.96035.peg.2421,CP060969,delete562.96035,424,28.0
5261,fig:562.9018.peg.1518__LM993812__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.9018.peg.1518__LM993812__up,fig|562.9018.peg.1518,LM993812,delete562.9018,424,0.0
4622,fig:83334.298.peg.2602__CP038494__up,99.292,424,3,0,1,424,101,524,0.0,767.0,fig|83334.298.peg.2602__CP038494__up,fig|83334.298.peg.2602,CP038494,delete83334.298,424,1.0
4663,fig:562.29117.peg.1453__CP027582__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.29117.peg.1453__CP027582__up,fig|562.29117.peg.1453,CP027582,delete562.29117,424,0.0
5514,fig:562.109786.peg.2337__CP103694__up,99.528,424,2,0,1,424,101,524,0.0,773.0,fig|562.109786.peg.2337__CP103694__up,fig|562.109786.peg.2337,CP103694,delete562.109786,424,9.0
5697,fig:562.79203.peg.2618__CP081706__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.79203.peg.2618__CP081706__up,fig|562.79203.peg.2618,CP081706,delete562.79203,424,0.0
4582,fig:562.108466.peg.674__CP075716__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.108466.peg.674__CP075716__up,fig|562.108466.peg.674,CP075716,delete562.108466,424,0.0
4582,fig:562.28693.peg.2541__CP027221__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.28693.peg.2541__CP027221__up,fig|562.28693.peg.2541,CP027221,delete562.28693,424,0.0
4750,fig:562.61492.peg.2194__CP054371__up,99.764,424,1,0,1,424,101,524,0.0,778.0,fig|562.61492.peg.2194__CP054371__up,fig|562.61492.peg.2194,CP054371,delete562.61492,424,12.0
5041,fig:562.17620.peg.244__CP021732__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.17620.peg.244__CP021732__up,fig|562.17620.peg.244,CP021732,delete562.17620,424,0.0
5494,fig:562.114657.peg.2670__CP024134__up,99.764,424,1,0,1,424,101,524,0.0,778.0,fig|562.114657.peg.2670__CP024134__up,fig|562.114657.peg.2670,CP024134,delete562.114657,424,10.0
4826,fig:562.25386.peg.3291__CP025036__up,98.821,424,5,0,1,424,101,524,0.0,756.0,fig|562.25386.peg.3291__CP025036__up,fig|562.25386.peg.3291,CP025036,delete562.25386,424,36.0
5278,fig:562.55237.peg.2170__CP047594__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.55237.peg.2170__CP047594__up,fig|562.55237.peg.2170,CP047594,delete562.55237,424,0.0
5376,fig:562.67791.peg.2377__LR882973__up,99.764,424,1,0,1,424,101,524,0.0,778.0,fig|562.67791.peg.2377__LR882973__up,fig|562.67791.peg.2377,LR882973,delete562.67791,424,16.0
4355,fig:562.70514.peg.2352__CP068823__up,99.05,421,4,0,1,421,101,521,0.0,756.0,fig|562.70514.peg.2352__CP068823__up,fig|562.70514.peg.2352,CP068823,delete562.70514,424,44.0
5285,fig:562.79204.peg.2394__CP081711__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.79204.peg.2394__CP081711__up,fig|562.79204.peg.2394,CP081711,delete562.79204,424,0.0
4657,fig:562.109781.peg.2413__CP103623__up,99.057,424,4,0,1,424,101,524,0.0,761.0,fig|562.109781.peg.2413__CP103623__up,fig|562.109781.peg.2413,CP103623,delete562.109781,424,13.0
5298,fig:2048780.3.peg.2678__CP024257__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|2048780.3.peg.2678__CP024257__up,fig|2048780.3.peg.2678,CP024257,delete2048780.3,424,0.0
4575,fig:562.29110.peg.3330__CP027342__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.29110.peg.3330__CP027342__up,fig|562.29110.peg.3330,CP027342,delete562.29110,424,0.0
4581,fig:562.68712.peg.3955__CP066032__up,100.0,424,0,0,1,424,101,524,0.0,784.0,fig|562.68712.peg.3955__CP066032__up,fig|562.68712.peg.3955,CP066032,delete562.68712,424,0.0
4616,fig:155864.42.peg.2172__CP008957__up,99.292,424,3,0,1,424,101,524,0.0,767.0,fig|155864.42.peg.2172__CP008957__up,fig|155864.42.peg.2172,CP008957,delete155864.42,424,1.0
