,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
4417,fig:562.46071.peg.2131__CP038857__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.46071.peg.2131__CP038857__up,fig|562.46071.peg.2131,CP038857,delete562.46071,679,0
3719,fig:562.70513.peg.2553__CP068813__up,99.705,679,2,0,1,679,101,779,0.0,1243.0,fig|562.70513.peg.2553__CP068813__up,fig|562.70513.peg.2553,CP068813,delete562.70513,679,1
3926,fig:562.67796.peg.2207__LR883006__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.67796.peg.2207__LR883006__up,fig|562.67796.peg.2207,LR883006,delete562.67796,679,0
3955,fig:83334.637.peg.2363__CP104309__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|83334.637.peg.2363__CP104309__up,fig|83334.637.peg.2363,CP104309,delete83334.637,679,0
3939,fig:562.102351.peg.2288__CP095083__up,99.558,679,3,0,1,679,101,779,0.0,1238.0,fig|562.102351.peg.2288__CP095083__up,fig|562.102351.peg.2288,CP095083,delete562.102351,679,3
4320,fig:562.76274.peg.1029__CP076043__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.76274.peg.1029__CP076043__up,fig|562.76274.peg.1029,CP076043,delete562.76274,679,0
2521,fig:564.93.peg.2043__CP055872__up,99.853,679,1,0,1,679,101,779,0.0,1249.0,fig|564.93.peg.2043__CP055872__up,fig|564.93.peg.2043,CP055872,delete564.93,679,9
4075,fig:562.45432.peg.1170__CP034404__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.45432.peg.1170__CP034404__up,fig|562.45432.peg.1170,CP034404,delete562.45432,679,0
3956,fig:562.61495.peg.5080__CP054314__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.61495.peg.5080__CP054314__up,fig|562.61495.peg.5080,CP054314,delete562.61495,679,0
4445,fig:562.109772.peg.2353__CP103529__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.109772.peg.2353__CP103529__up,fig|562.109772.peg.2353,CP103529,delete562.109772,679,0
3807,fig:562.28203.peg.1835__CP025703__up,99.705,679,2,0,1,679,101,779,0.0,1243.0,fig|562.28203.peg.1835__CP025703__up,fig|562.28203.peg.1835,CP025703,delete562.28203,679,1
4621,fig:562.96035.peg.2209__CP060969__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.96035.peg.2209__CP060969__up,fig|562.96035.peg.2209,CP060969,delete562.96035,679,0
4503,fig:562.9018.peg.1745__LM993812__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.9018.peg.1745__LM993812__up,fig|562.9018.peg.1745,LM993812,delete562.9018,679,0
3967,fig:83334.298.peg.3123__CP038494__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|83334.298.peg.3123__CP038494__up,fig|83334.298.peg.3123,CP038494,delete83334.298,679,0
3985,fig:562.29117.peg.1178__CP027582__up,99.853,679,1,0,1,679,101,779,0.0,1249.0,fig|562.29117.peg.1178__CP027582__up,fig|562.29117.peg.1178,CP027582,delete562.29117,679,8
4710,fig:562.109786.peg.2129__CP103694__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.109786.peg.2129__CP103694__up,fig|562.109786.peg.2129,CP103694,delete562.109786,679,0
4881,fig:562.79203.peg.2246__CP081706__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.79203.peg.2246__CP081706__up,fig|562.79203.peg.2246,CP081706,delete562.79203,679,0
3914,fig:562.108466.peg.459__CP075716__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.108466.peg.459__CP075716__up,fig|562.108466.peg.459,CP075716,delete562.108466,679,0
3907,fig:562.28693.peg.2898__CP027221__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.28693.peg.2898__CP027221__up,fig|562.28693.peg.2898,CP027221,delete562.28693,679,0
4063,fig:562.61492.peg.2485__CP054371__up,99.853,679,1,0,1,679,101,779,0.0,1249.0,fig|562.61492.peg.2485__CP054371__up,fig|562.61492.peg.2485,CP054371,delete562.61492,679,15
4309,fig:562.17620.peg.29__CP021732__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.17620.peg.29__CP021732__up,fig|562.17620.peg.29,CP021732,delete562.17620,679,0
4703,fig:562.114657.peg.2381__CP024134__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.114657.peg.2381__CP024134__up,fig|562.114657.peg.2381,CP024134,delete562.114657,679,0
4126,fig:562.25386.peg.3584__CP025036__up,99.705,679,2,0,1,679,101,779,0.0,1243.0,fig|562.25386.peg.3584__CP025036__up,fig|562.25386.peg.3584,CP025036,delete562.25386,679,5
3845,fig:562.75630.peg.2657__CP072787__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.75630.peg.2657__CP072787__up,fig|562.75630.peg.2657,CP072787,delete562.75630,679,0
4523,fig:562.55237.peg.2420__CP047594__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.55237.peg.2420__CP047594__up,fig|562.55237.peg.2420,CP047594,delete562.55237,679,0
4574,fig:562.67791.peg.2185__LR882973__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.67791.peg.2185__LR882973__up,fig|562.67791.peg.2185,LR882973,delete562.67791,679,0
3826,fig:562.70726.peg.176__CP069441__up,99.558,679,3,0,1,679,101,779,0.0,1238.0,fig|562.70726.peg.176__CP069441__up,fig|562.70726.peg.176,CP069441,delete562.70726,679,62
2505,fig:564.142.peg.1905__CP057504__up,99.853,679,1,0,1,679,101,779,0.0,1249.0,fig|564.142.peg.1905__CP057504__up,fig|564.142.peg.1905,CP057504,delete564.142,679,9
3719,fig:562.70514.peg.2558__CP068823__up,99.559,680,2,1,1,679,100,779,0.0,1238.0,fig|562.70514.peg.2558__CP068823__up,fig|562.70514.peg.2558,CP068823,delete562.70514,679,28
3845,fig:562.74729.peg.2658__CP072785__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.74729.peg.2658__CP072785__up,fig|562.74729.peg.2658,CP072785,delete562.74729,679,0
3827,fig:941322.178.peg.2332__CP103592__up,99.558,679,3,0,1,679,101,779,0.0,1238.0,fig|941322.178.peg.2332__CP103592__up,fig|941322.178.peg.2332,CP103592,delete941322.178,679,2
4533,fig:562.79204.peg.2106__CP081711__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.79204.peg.2106__CP081711__up,fig|562.79204.peg.2106,CP081711,delete562.79204,679,0
3989,fig:562.109781.peg.2129__CP103623__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.109781.peg.2129__CP103623__up,fig|562.109781.peg.2129,CP103623,delete562.109781,679,0
4537,fig:2048780.3.peg.2475__CP024257__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|2048780.3.peg.2475__CP024257__up,fig|2048780.3.peg.2475,CP024257,delete2048780.3,679,0
3905,fig:562.29110.peg.2993__CP027342__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.29110.peg.2993__CP027342__up,fig|562.29110.peg.2993,CP027342,delete562.29110,679,0
3917,fig:562.68712.peg.3743__CP066032__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.68712.peg.3743__CP066032__up,fig|562.68712.peg.3743,CP066032,delete562.68712,679,0
3956,fig:155864.42.peg.2703__CP008957__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|155864.42.peg.2703__CP008957__up,fig|155864.42.peg.2703,CP008957,delete155864.42,679,0
4230,fig:562.96032.peg.2246__CP043284__up,99.853,679,1,0,1,679,101,779,0.0,1249.0,fig|562.96032.peg.2246__CP043284__up,fig|562.96032.peg.2246,CP043284,delete562.96032,679,4
3965,fig:562.50548.peg.2136__CP041919__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.50548.peg.2136__CP041919__up,fig|562.50548.peg.2136,CP041919,delete562.50548,679,0
3893,fig:562.80701.peg.3389__CP080246__up,99.705,679,2,0,1,679,101,779,0.0,1243.0,fig|562.80701.peg.3389__CP080246__up,fig|562.80701.peg.3389,CP080246,delete562.80701,679,1
3782,fig:562.109775.peg.2244__CP103521__up,99.558,679,3,0,1,679,101,779,0.0,1238.0,fig|562.109775.peg.2244__CP103521__up,fig|562.109775.peg.2244,CP103521,delete562.109775,679,3
4452,fig:562.102360.peg.2291__CP095155__up,100.0,679,0,0,1,679,101,779,0.0,1254.0,fig|562.102360.peg.2291__CP095155__up,fig|562.102360.peg.2291,CP095155,delete562.102360,679,0
