,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
131,fig:562.46071.peg.3129__CP038857__up,100.0,342,0,0,1,342,101,442,0.0,632.0,fig|562.46071.peg.3129__CP038857__up,fig|562.46071.peg.3129,CP038857,delete562.46071,342,0.0
131,fig:562.70513.peg.3521__CP068813__up,98.246,342,6,0,1,342,101,442,3.01e-172,599.0,fig|562.70513.peg.3521__CP068813__up,fig|562.70513.peg.3521,CP068813,delete562.70513,342,
130,fig:562.67796.peg.3220__LR883006__up,100.0,342,0,0,1,342,101,442,0.0,632.0,fig|562.67796.peg.3220__LR883006__up,fig|562.67796.peg.3220,LR883006,delete562.67796,342,0.0
124,fig:83334.637.peg.3867__CP104309__up,98.538,342,5,0,1,342,101,442,6.4799999999999995e-174,604.0,fig|83334.637.peg.3867__CP104309__up,fig|83334.637.peg.3867,CP104309,delete83334.637,342,1.0
126,fig:562.102351.peg.3393__CP095083__up,98.246,342,6,0,1,342,101,442,3.0399999999999997e-172,599.0,fig|562.102351.peg.3393__CP095083__up,fig|562.102351.peg.3393,CP095083,delete562.102351,342,
135,fig:562.76274.peg.1954__CP076043__up,100.0,342,0,0,1,342,101,442,0.0,632.0,fig|562.76274.peg.1954__CP076043__up,fig|562.76274.peg.1954,CP076043,delete562.76274,342,0.0
105,fig:564.93.peg.1601__CP055872__up,86.257,342,36,4,1,342,112,442,1.25e-100,361.0,fig|564.93.peg.1601__CP055872__up,fig|564.93.peg.1601,CP055872,delete564.93,342,38.0
132,fig:562.45432.peg.186__CP034404__up,99.415,342,2,0,1,342,101,442,6.680000000000001e-179,621.0,fig|562.45432.peg.186__CP034404__up,fig|562.45432.peg.186,CP034404,delete562.45432,342,3.0
131,fig:562.61495.peg.3949__CP054314__up,100.0,342,0,0,1,342,101,442,0.0,632.0,fig|562.61495.peg.3949__CP054314__up,fig|562.61495.peg.3949,CP054314,delete562.61495,342,0.0
133,fig:562.109772.peg.3266__CP103529__up,100.0,342,0,0,1,342,101,442,0.0,632.0,fig|562.109772.peg.3266__CP103529__up,fig|562.109772.peg.3266,CP103529,delete562.109772,342,0.0
130,fig:562.28203.peg.969__CP025703__up,99.123,342,3,0,1,342,101,442,2.86e-177,616.0,fig|562.28203.peg.969__CP025703__up,fig|562.28203.peg.969,CP025703,delete562.28203,342,
125,fig:562.96035.peg.3215__CP060969__up,100.0,342,0,0,1,342,101,442,0.0,632.0,fig|562.96035.peg.3215__CP060969__up,fig|562.96035.peg.3215,CP060969,delete562.96035,342,0.0
135,fig:562.9018.peg.868__LM993812__up,100.0,342,0,0,1,342,101,442,0.0,632.0,fig|562.9018.peg.868__LM993812__up,fig|562.9018.peg.868,LM993812,delete562.9018,342,0.0
124,fig:83334.298.peg.1678__CP038494__up,98.538,342,5,0,1,342,101,442,6.4799999999999995e-174,604.0,fig|83334.298.peg.1678__CP038494__up,fig|83334.298.peg.1678,CP038494,delete83334.298,342,1.0
