,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
2125,fig:562.46071.peg.4545__CP038857__up,100.0,272,0,0,1,272,101,372,2.02e-143,503.0,fig|562.46071.peg.4545__CP038857__up,fig|562.46071.peg.4545,CP038857,delete562.46071,272,0
1844,fig:562.70513.peg.4912__CP068813__up,94.853,272,14,0,1,272,92,363,4.26e-120,425.0,fig|562.70513.peg.4912__CP068813__up,fig|562.70513.peg.4912,CP068813,delete562.70513,272,3
1964,fig:562.67796.peg.4585__LR883006__up,100.0,272,0,0,1,272,101,372,1.97e-143,503.0,fig|562.67796.peg.4585__LR883006__up,fig|562.67796.peg.4585,LR883006,delete562.67796,272,0
1960,fig:83334.637.peg.5320__CP104309__up,100.0,272,0,0,1,272,101,372,1.91e-143,503.0,fig|83334.637.peg.5320__CP104309__up,fig|83334.637.peg.5320,CP104309,delete83334.637,272,0
1919,fig:562.102351.peg.4991__CP095083__up,97.426,272,7,0,1,272,101,372,9.120000000000001e-132,464.0,fig|562.102351.peg.4991__CP095083__up,fig|562.102351.peg.4991,CP095083,delete562.102351,272,5
2095,fig:562.76274.peg.3114__CP076043__up,100.0,272,0,0,1,272,101,372,2.02e-143,503.0,fig|562.76274.peg.3114__CP076043__up,fig|562.76274.peg.3114,CP076043,delete562.76274,272,0
1374,fig:564.93.peg.118__CP055872__up,92.279,272,20,1,1,272,102,372,5.81e-108,385.0,fig|564.93.peg.118__CP055872__up,fig|564.93.peg.118,CP055872,delete564.93,272,15
2009,fig:562.45432.peg.3742__CP034404__up,100.0,272,0,0,1,272,101,372,1.99e-143,503.0,fig|562.45432.peg.3742__CP034404__up,fig|562.45432.peg.3742,CP034404,delete562.45432,272,0
1950,fig:562.61495.peg.2345__CP054314__up,99.267,273,0,2,1,272,101,372,4.599999999999999e-140,492.0,fig|562.61495.peg.2345__CP054314__up,fig|562.61495.peg.2345,CP054314,delete562.61495,272,45
2129,fig:562.109772.peg.4679__CP103529__up,100.0,272,0,0,1,272,101,372,2.01e-143,503.0,fig|562.109772.peg.4679__CP103529__up,fig|562.109772.peg.4679,CP103529,delete562.109772,272,0
1903,fig:562.28203.peg.4532__CP025703__up,98.529,272,4,0,1,272,101,372,8.56e-137,481.0,fig|562.28203.peg.4532__CP025703__up,fig|562.28203.peg.4532,CP025703,delete562.28203,272,7
2158,fig:562.96035.peg.4497__CP060969__up,100.0,272,0,0,1,272,101,372,2.0000000000000001e-143,503.0,fig|562.96035.peg.4497__CP060969__up,fig|562.96035.peg.4497,CP060969,delete562.96035,272,0
2154,fig:562.9018.peg.3364__LM993812__up,100.0,272,0,0,1,272,101,372,2.09e-143,503.0,fig|562.9018.peg.3364__LM993812__up,fig|562.9018.peg.3364,LM993812,delete562.9018,272,0
1961,fig:83334.298.peg.272__CP038494__up,100.0,272,0,0,1,272,101,372,1.92e-143,503.0,fig|83334.298.peg.272__CP038494__up,fig|83334.298.peg.272,CP038494,delete83334.298,272,0
1975,fig:562.29117.peg.4260__CP027582__up,100.0,272,0,0,1,272,101,372,1.99e-143,503.0,fig|562.29117.peg.4260__CP027582__up,fig|562.29117.peg.4260,CP027582,delete562.29117,272,0
2186,fig:562.109786.peg.4341__CP103694__up,100.0,272,0,0,1,272,101,372,2.0000000000000001e-143,503.0,fig|562.109786.peg.4341__CP103694__up,fig|562.109786.peg.4341,CP103694,delete562.109786,272,0
2150,fig:562.79203.peg.4700__CP081706__up,100.0,272,0,0,1,272,101,372,1.98e-143,503.0,fig|562.79203.peg.4700__CP081706__up,fig|562.79203.peg.4700,CP081706,delete562.79203,272,0
1947,fig:562.108466.peg.2775__CP075716__up,99.265,272,2,0,1,272,101,372,4.28e-140,492.0,fig|562.108466.peg.2775__CP075716__up,fig|562.108466.peg.2775,CP075716,delete562.108466,272,12
1941,fig:562.28693.peg.140__CP027221__up,100.0,272,0,0,1,272,101,372,1.95e-143,503.0,fig|562.28693.peg.140__CP027221__up,fig|562.28693.peg.140,CP027221,delete562.28693,272,0
2009,fig:562.61492.peg.127__CP054371__up,100.0,272,0,0,1,272,101,372,1.93e-143,503.0,fig|562.61492.peg.127__CP054371__up,fig|562.61492.peg.127,CP054371,delete562.61492,272,0
2056,fig:562.17620.peg.2463__CP021732__up,100.0,272,0,0,1,272,101,372,1.97e-143,503.0,fig|562.17620.peg.2463__CP021732__up,fig|562.17620.peg.2463,CP021732,delete562.17620,272,0
2181,fig:562.114657.peg.5208__CP024134__up,100.0,272,0,0,1,272,101,372,2.02e-143,503.0,fig|562.114657.peg.5208__CP024134__up,fig|562.114657.peg.5208,CP024134,delete562.114657,272,0
2046,fig:562.25386.peg.1161__CP025036__up,100.0,272,0,0,1,272,101,372,2.0000000000000001e-143,503.0,fig|562.25386.peg.1161__CP025036__up,fig|562.25386.peg.1161,CP025036,delete562.25386,272,0
1926,fig:562.75630.peg.273__CP072787__up,98.162,272,5,0,1,272,101,372,3.94e-135,475.0,fig|562.75630.peg.273__CP072787__up,fig|562.75630.peg.273,CP072787,delete562.75630,272,2
2135,fig:562.55237.peg.118__CP047594__up,100.0,272,0,0,1,272,101,372,2.05e-143,503.0,fig|562.55237.peg.118__CP047594__up,fig|562.55237.peg.118,CP047594,delete562.55237,272,0
2157,fig:562.67791.peg.4392__LR882973__up,100.0,272,0,0,1,272,101,372,1.98e-143,503.0,fig|562.67791.peg.4392__LR882973__up,fig|562.67791.peg.4392,LR882973,delete562.67791,272,0
1910,fig:562.70726.peg.2808__CP069441__up,98.162,272,5,0,1,272,101,372,3.9699999999999996e-135,475.0,fig|562.70726.peg.2808__CP069441__up,fig|562.70726.peg.2808,CP069441,delete562.70726,272,2
1374,fig:564.142.peg.238__CP057504__up,92.647,272,20,0,1,272,101,372,3.37e-110,392.0,fig|564.142.peg.238__CP057504__up,fig|564.142.peg.238,CP057504,delete564.142,272,40
1868,fig:562.70514.peg.4448__CP068823__up,100.0,272,0,0,1,272,101,372,1.87e-143,503.0,fig|562.70514.peg.4448__CP068823__up,fig|562.70514.peg.4448,CP068823,delete562.70514,272,0
1926,fig:562.74729.peg.273__CP072785__up,98.162,272,5,0,1,272,101,372,3.94e-135,475.0,fig|562.74729.peg.273__CP072785__up,fig|562.74729.peg.273,CP072785,delete562.74729,272,2
1910,fig:941322.178.peg.4824__CP103592__up,97.794,272,6,0,1,272,101,372,1.9e-133,470.0,fig|941322.178.peg.4824__CP103592__up,fig|941322.178.peg.4824,CP103592,delete941322.178,272,1
2139,fig:562.79204.peg.4368__CP081711__up,100.0,272,0,0,1,272,101,372,2.03e-143,503.0,fig|562.79204.peg.4368__CP081711__up,fig|562.79204.peg.4368,CP081711,delete562.79204,272,0
1995,fig:562.109781.peg.4452__CP103623__up,100.0,272,0,0,1,272,101,372,1.95e-143,503.0,fig|562.109781.peg.4452__CP103623__up,fig|562.109781.peg.4452,CP103623,delete562.109781,272,0
