,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
3347,fig:562.46071.peg.4719__CP038857__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.46071.peg.4719__CP038857__up,fig|562.46071.peg.4719,CP038857,delete562.46071,425,1.0
2780,fig:562.70513.peg.5107__CP068813__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.70513.peg.5107__CP068813__up,fig|562.70513.peg.5107,CP068813,delete562.70513,425,8.0
2976,fig:562.67796.peg.4806__LR883006__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.67796.peg.4806__LR883006__up,fig|562.67796.peg.4806,LR883006,delete562.67796,425,9.0
3003,fig:83334.637.peg.5503__CP104309__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|83334.637.peg.5503__CP104309__up,fig|83334.637.peg.5503,CP104309,delete83334.637,425,2.0
2986,fig:562.102351.peg.5159__CP095083__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.102351.peg.5159__CP095083__up,fig|562.102351.peg.5159,CP095083,delete562.102351,425,11.0
3289,fig:562.76274.peg.3283__CP076043__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.76274.peg.3283__CP076043__up,fig|562.76274.peg.3283,CP076043,delete562.76274,425,0.0
2031,fig:564.93.peg.4322__CP055872__up,95.765,425,18,0,1,425,101,525,0.0,686.0,fig|564.93.peg.4322__CP055872__up,fig|564.93.peg.4322,CP055872,delete564.93,425,34.0
3047,fig:562.45432.peg.3557__CP034404__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.45432.peg.3557__CP034404__up,fig|562.45432.peg.3557,CP034404,delete562.45432,425,
2988,fig:562.61495.peg.2146__CP054314__up,98.592,426,4,2,1,425,101,525,0.0,752.0,fig|562.61495.peg.2146__CP054314__up,fig|562.61495.peg.2146,CP054314,delete562.61495,425,69.0
3335,fig:562.109772.peg.4879__CP103529__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.109772.peg.4879__CP103529__up,fig|562.109772.peg.4879,CP103529,delete562.109772,425,0.0
2920,fig:562.28203.peg.4348__CP025703__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.28203.peg.4348__CP025703__up,fig|562.28203.peg.4348,CP025703,delete562.28203,425,7.0
3320,fig:562.96035.peg.4659__CP060969__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.96035.peg.4659__CP060969__up,fig|562.96035.peg.4659,CP060969,delete562.96035,425,0.0
3424,fig:562.9018.peg.3535__LM993812__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.9018.peg.3535__LM993812__up,fig|562.9018.peg.3535,LM993812,delete562.9018,425,0.0
3012,fig:83334.298.peg.86__CP038494__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|83334.298.peg.86__CP038494__up,fig|83334.298.peg.86,CP038494,delete83334.298,425,2.0
3012,fig:562.29117.peg.4635__CP027582__up,99.765,425,1,0,1,425,101,525,0.0,780.0,fig|562.29117.peg.4635__CP027582__up,fig|562.29117.peg.4635,CP027582,delete562.29117,425,5.0
3391,fig:562.109786.peg.4509__CP103694__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.109786.peg.4509__CP103694__up,fig|562.109786.peg.4509,CP103694,delete562.109786,425,0.0
3307,fig:562.79203.peg.4873__CP081706__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.79203.peg.4873__CP081706__up,fig|562.79203.peg.4873,CP081706,delete562.79203,425,9.0
2952,fig:562.108466.peg.2996__CP075716__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.108466.peg.2996__CP075716__up,fig|562.108466.peg.2996,CP075716,delete562.108466,425,1.0
2955,fig:562.28693.peg.5426__CP027221__up,99.765,425,1,0,1,425,101,525,0.0,780.0,fig|562.28693.peg.5426__CP027221__up,fig|562.28693.peg.5426,CP027221,delete562.28693,425,5.0
3091,fig:562.61492.peg.4781__CP054371__up,99.765,425,1,0,1,425,101,525,0.0,780.0,fig|562.61492.peg.4781__CP054371__up,fig|562.61492.peg.4781,CP054371,delete562.61492,425,5.0
3218,fig:562.17620.peg.2638__CP021732__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.17620.peg.2638__CP021732__up,fig|562.17620.peg.2638,CP021732,delete562.17620,425,0.0
3386,fig:562.114657.peg.5388__CP024134__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.114657.peg.5388__CP024134__up,fig|562.114657.peg.5388,CP024134,delete562.114657,425,4.0
3132,fig:562.25386.peg.979__CP025036__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.25386.peg.979__CP025036__up,fig|562.25386.peg.979,CP025036,delete562.25386,425,1.0
2955,fig:562.75630.peg.99__CP072787__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.75630.peg.99__CP072787__up,fig|562.75630.peg.99,CP072787,delete562.75630,425,7.0
3358,fig:562.55237.peg.4600__CP047594__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.55237.peg.4600__CP047594__up,fig|562.55237.peg.4600,CP047594,delete562.55237,425,0.0
3285,fig:562.67791.peg.4559__LR882973__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.67791.peg.4559__LR882973__up,fig|562.67791.peg.4559,LR882973,delete562.67791,425,1.0
2935,fig:562.70726.peg.2630__CP069441__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.70726.peg.2630__CP069441__up,fig|562.70726.peg.2630,CP069441,delete562.70726,425,4.0
2033,fig:564.142.peg.4210__CP057504__up,97.412,425,11,0,1,425,101,525,0.0,725.0,fig|564.142.peg.4210__CP057504__up,fig|564.142.peg.4210,CP057504,delete564.142,425,65.0
2819,fig:562.70514.peg.4634__CP068823__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.70514.peg.4634__CP068823__up,fig|562.70514.peg.4634,CP068823,delete562.70514,425,4.0
2955,fig:562.74729.peg.99__CP072785__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.74729.peg.99__CP072785__up,fig|562.74729.peg.99,CP072785,delete562.74729,425,7.0
2888,fig:941322.178.peg.4998__CP103592__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|941322.178.peg.4998__CP103592__up,fig|941322.178.peg.4998,CP103592,delete941322.178,425,3.0
3360,fig:562.79204.peg.4583__CP081711__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.79204.peg.4583__CP081711__up,fig|562.79204.peg.4583,CP081711,delete562.79204,425,0.0
3029,fig:562.109781.peg.4630__CP103623__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.109781.peg.4630__CP103623__up,fig|562.109781.peg.4630,CP103623,delete562.109781,425,6.0
3319,fig:2048780.3.peg.121__CP024257__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|2048780.3.peg.121__CP024257__up,fig|2048780.3.peg.121,CP024257,delete2048780.3,425,1.0
2964,fig:562.29110.peg.598__CP027342__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.29110.peg.598__CP027342__up,fig|562.29110.peg.598,CP027342,delete562.29110,425,9.0
2951,fig:562.68712.peg.1115__CP066032__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.68712.peg.1115__CP066032__up,fig|562.68712.peg.1115,CP066032,delete562.68712,425,1.0
2999,fig:155864.42.peg.5179__CP008957__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|155864.42.peg.5179__CP008957__up,fig|155864.42.peg.5179,CP008957,delete155864.42,425,2.0
3131,fig:562.96032.peg.4739__CP043284__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.96032.peg.4739__CP043284__up,fig|562.96032.peg.4739,CP043284,delete562.96032,425,1.0
2969,fig:562.50548.peg.4580__CP041919__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.50548.peg.4580__CP041919__up,fig|562.50548.peg.4580,CP041919,delete562.50548,425,
2987,fig:562.80701.peg.4734__CP080246__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.80701.peg.4734__CP080246__up,fig|562.80701.peg.4734,CP080246,delete562.80701,425,7.0
2833,fig:562.109775.peg.4965__CP103521__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.109775.peg.4965__CP103521__up,fig|562.109775.peg.4965,CP103521,delete562.109775,425,12.0
3253,fig:562.102360.peg.4731__CP095155__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.102360.peg.4731__CP095155__up,fig|562.102360.peg.4731,CP095155,delete562.102360,425,0.0
2985,fig:562.60320.peg.5263__CP053080__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.60320.peg.5263__CP053080__up,fig|562.60320.peg.5263,CP053080,delete562.60320,425,7.0
3346,fig:562.108468.peg.4469__CP075722__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.108468.peg.4469__CP075722__up,fig|562.108468.peg.4469,CP075722,delete562.108468,425,0.0
2887,fig:941322.171.peg.5162__CP103562__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|941322.171.peg.5162__CP103562__up,fig|941322.171.peg.5162,CP103562,delete941322.171,425,3.0
2023,fig:564.180.peg.1206__CP070873__up,96.235,425,16,0,1,425,101,525,0.0,697.0,fig|564.180.peg.1206__CP070873__up,fig|564.180.peg.1206,CP070873,delete564.180,425,18.0
3103,fig:562.114661.peg.161__CP024147__up,99.765,425,1,0,1,425,101,525,0.0,780.0,fig|562.114661.peg.161__CP024147__up,fig|562.114661.peg.161,CP024147,delete562.114661,425,5.0
2981,fig:562.70522.peg.4994__CP068816__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.70522.peg.4994__CP068816__up,fig|562.70522.peg.4994,CP068816,delete562.70522,425,7.0
3371,fig:562.115111.peg.4463__CP044443__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.115111.peg.4463__CP044443__up,fig|562.115111.peg.4463,CP044443,delete562.115111,425,0.0
3399,fig:562.94308.peg.4018__CP091065__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.94308.peg.4018__CP091065__up,fig|562.94308.peg.4018,CP091065,delete562.94308,425,0.0
2884,fig:562.29126.peg.3302__CP027579__up,98.118,425,8,0,1,425,101,525,0.0,741.0,fig|562.29126.peg.3302__CP027579__up,fig|562.29126.peg.3302,CP027579,delete562.29126,425,42.0
2796,fig:562.90909.peg.4927__OU701449__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.90909.peg.4927__OU701449__up,fig|562.90909.peg.4927,OU701449,delete562.90909,425,8.0
3419,fig:562.114834.peg.4571__CP111004__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.114834.peg.4571__CP111004__up,fig|562.114834.peg.4571,CP111004,delete562.114834,425,0.0
3003,fig:83334.639.peg.5503__CP104309__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|83334.639.peg.5503__CP104309__up,fig|83334.639.peg.5503,CP104309,delete83334.639,425,2.0
2966,fig:585396.4.peg.4821__NC_013364__up,99.765,425,1,0,1,425,101,525,0.0,780.0,fig|585396.4.peg.4821__NC_013364__up,fig|585396.4.peg.4821,NC_013364,delete585396.4,425,5.0
2851,fig:562.58145.peg.4892__CP048337__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.58145.peg.4892__CP048337__up,fig|562.58145.peg.4892,CP048337,delete562.58145,425,4.0
2973,fig:562.19575.peg.370__CP022393__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.19575.peg.370__CP022393__up,fig|562.19575.peg.370,CP022393,delete562.19575,425,6.0
3010,fig:562.115116.peg.4504__CP097721__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.115116.peg.4504__CP097721__up,fig|562.115116.peg.4504,CP097721,delete562.115116,425,
3336,fig:469008.15.peg.3786__CP001509__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|469008.15.peg.3786__CP001509__up,fig|469008.15.peg.3786,CP001509,delete469008.15,425,4.0
2866,fig:941322.182.peg.4808__CP103710__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|941322.182.peg.4808__CP103710__up,fig|941322.182.peg.4808,CP103710,delete941322.182,425,3.0
2797,fig:562.70525.peg.5278__CP068801__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.70525.peg.5278__CP068801__up,fig|562.70525.peg.5278,CP068801,delete562.70525,425,8.0
3286,fig:562.107285.peg.4507__CP100525__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.107285.peg.4507__CP100525__up,fig|562.107285.peg.4507,CP100525,delete562.107285,425,1.0
3096,fig:562.7943.peg.3704__CP013112__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.7943.peg.3704__CP013112__up,fig|562.7943.peg.3704,CP013112,delete562.7943,425,1.0
2778,fig:562.63790.peg.4826__CP059840__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.63790.peg.4826__CP059840__up,fig|562.63790.peg.4826,CP059840,delete562.63790,425,32.0
2976,fig:1248823.7.peg.4960__CP007136__up,99.765,425,1,0,1,425,101,525,0.0,780.0,fig|1248823.7.peg.4960__CP007136__up,fig|1248823.7.peg.4960,CP007136,delete1248823.7,425,5.0
2680,fig:574521.7.peg.4227__NC_011601__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|574521.7.peg.4227__NC_011601__up,fig|574521.7.peg.4227,NC_011601,delete574521.7,425,32.0
2977,fig:562.70728.peg.225__CP069451__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.70728.peg.225__CP069451__up,fig|562.70728.peg.225,CP069451,delete562.70728,425,7.0
3330,fig:562.58142.peg.4642__CP048371__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.58142.peg.4642__CP048371__up,fig|562.58142.peg.4642,CP048371,delete562.58142,425,0.0
2789,fig:562.58370.peg.4066__CP049197__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.58370.peg.4066__CP049197__up,fig|562.58370.peg.4066,CP049197,delete562.58370,425,12.0
3389,fig:2605620.3.peg.3263__CP043217__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|2605620.3.peg.3263__CP043217__up,fig|2605620.3.peg.3263,CP043217,delete2605620.3,425,4.0
3332,fig:562.102358.peg.4415__CP095125__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.102358.peg.4415__CP095125__up,fig|562.102358.peg.4415,CP095125,delete562.102358,425,0.0
2821,fig:562.47708.peg.5262__CP040390__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.47708.peg.5262__CP040390__up,fig|562.47708.peg.5262,CP040390,delete562.47708,425,8.0
3297,fig:562.114833.peg.4341__CP110859__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.114833.peg.4341__CP110859__up,fig|562.114833.peg.4341,CP110859,delete562.114833,425,0.0
3141,fig:562.114659.peg.5009__CP024141__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.114659.peg.5009__CP024141__up,fig|562.114659.peg.5009,CP024141,delete562.114659,425,1.0
2822,fig:562.29121.peg.3613__CP027550__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.29121.peg.3613__CP027550__up,fig|562.29121.peg.3613,CP027550,delete562.29121,425,3.0
3355,fig:562.101985.peg.109__CP066839__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.101985.peg.109__CP066839__up,fig|562.101985.peg.109,CP066839,delete562.101985,425,4.0
2042,fig:564.118.peg.4303__CP057565__up,96.235,425,16,0,1,425,101,525,0.0,697.0,fig|564.118.peg.4303__CP057565__up,fig|564.118.peg.4303,CP057565,delete564.118,425,18.0
2974,fig:562.66873.peg.4749__CP061914__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.66873.peg.4749__CP061914__up,fig|562.66873.peg.4749,CP061914,delete562.66873,425,6.0
2989,fig:562.96291.peg.4851__CP028738__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.96291.peg.4851__CP028738__up,fig|562.96291.peg.4851,CP028738,delete562.96291,425,14.0
2974,fig:2763104.3.peg.1501__CP065152__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|2763104.3.peg.1501__CP065152__up,fig|2763104.3.peg.1501,CP065152,delete2763104.3,425,3.0
3427,fig:562.28408.peg.3935__CP026347__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.28408.peg.3935__CP026347__up,fig|562.28408.peg.3935,CP026347,delete562.28408,425,0.0
2981,fig:562.70743.peg.4211__CP069528__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.70743.peg.4211__CP069528__up,fig|562.70743.peg.4211,CP069528,delete562.70743,425,4.0
3354,fig:562.67700.peg.4315__LR882052__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.67700.peg.4315__LR882052__up,fig|562.67700.peg.4315,LR882052,delete562.67700,425,0.0
3007,fig:562.114632.peg.3077__CP024889__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.114632.peg.3077__CP024889__up,fig|562.114632.peg.3077,CP024889,delete562.114632,425,
3000,fig:83334.493.peg.5633__CP062755__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|83334.493.peg.5633__CP062755__up,fig|83334.493.peg.5633,CP062755,delete83334.493,425,2.0
3105,fig:562.74541.peg.4631__JAGFYB010000001__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.74541.peg.4631__JAGFYB010000001__up,fig|562.74541.peg.4631,JAGFYB010000001,delete562.74541,425,1.0
2871,fig:562.76478.peg.4393__CP076693__up,99.059,425,4,0,1,425,101,525,0.0,763.0,fig|562.76478.peg.4393__CP076693__up,fig|562.76478.peg.4393,CP076693,delete562.76478,425,3.0
3366,fig:562.73338.peg.4579__CP066366__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.73338.peg.4579__CP066366__up,fig|562.73338.peg.4579,CP066366,delete562.73338,425,0.0
2980,fig:562.96296.peg.102__CP028742__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.96296.peg.102__CP028742__up,fig|562.96296.peg.102,CP028742,delete562.96296,425,7.0
3015,fig:562.71837.peg.4619__CP070920__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.71837.peg.4619__CP070920__up,fig|562.71837.peg.4619,CP070920,delete562.71837,425,9.0
3108,fig:562.102139.peg.4522__CP086526__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.102139.peg.4522__CP086526__up,fig|562.102139.peg.4522,CP086526,delete562.102139,425,1.0
3330,fig:562.59453.peg.4707__CP051222__up,99.294,425,3,0,1,425,101,525,0.0,769.0,fig|562.59453.peg.4707__CP051222__up,fig|562.59453.peg.4707,CP051222,delete562.59453,425,4.0
3018,fig:562.66874.peg.408__CP062160__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|562.66874.peg.408__CP062160__up,fig|562.66874.peg.408,CP062160,delete562.66874,425,2.0
3329,fig:562.74546.peg.2743__CP072054__up,100.0,425,0,0,1,425,101,525,0.0,785.0,fig|562.74546.peg.2743__CP072054__up,fig|562.74546.peg.2743,CP072054,delete562.74546,425,0.0
3002,fig:83334.494.peg.5615__CP062752__up,99.529,425,2,0,1,425,101,525,0.0,774.0,fig|83334.494.peg.5615__CP062752__up,fig|83334.494.peg.5615,CP062752,delete83334.494,425,2.0
