,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
3941,fig:562.46071.peg.2017__CP038857__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.46071.peg.2017__CP038857__up,fig|562.46071.peg.2017,CP038857,delete562.46071,480,3.0
3296,fig:562.70513.peg.2441__CP068813__up,98.333,480,8,0,1,480,101,580,0.0,843.0,fig|562.70513.peg.2441__CP068813__up,fig|562.70513.peg.2441,CP068813,delete562.70513,480,6.0
3508,fig:562.67796.peg.2092__LR883006__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.67796.peg.2092__LR883006__up,fig|562.67796.peg.2092,LR883006,delete562.67796,480,1.0
3522,fig:83334.637.peg.2246__CP104309__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|83334.637.peg.2246__CP104309__up,fig|83334.637.peg.2246,CP104309,delete83334.637,480,2.0
3500,fig:562.102351.peg.2178__CP095083__up,98.542,480,7,0,1,480,101,580,0.0,848.0,fig|562.102351.peg.2178__CP095083__up,fig|562.102351.peg.2178,CP095083,delete562.102351,480,14.0
3849,fig:562.76274.peg.918__CP076043__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.76274.peg.918__CP076043__up,fig|562.76274.peg.918,CP076043,delete562.76274,480,0.0
2260,fig:564.93.peg.1898__CP055872__up,89.627,482,44,5,1,479,101,579,5.75e-175,608.0,fig|564.93.peg.1898__CP055872__up,fig|564.93.peg.1898,CP055872,delete564.93,480,59.0
3622,fig:562.45432.peg.1277__CP034404__up,99.583,480,2,0,1,480,101,580,0.0,876.0,fig|562.45432.peg.1277__CP034404__up,fig|562.45432.peg.1277,CP034404,delete562.45432,480,7.0
3529,fig:562.61495.peg.5206__CP054314__up,98.33,479,6,2,3,480,103,580,0.0,839.0,fig|562.61495.peg.5206__CP054314__up,fig|562.61495.peg.5206,CP054314,delete562.61495,480,133.0
3950,fig:562.109772.peg.2241__CP103529__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.109772.peg.2241__CP103529__up,fig|562.109772.peg.2241,CP103529,delete562.109772,480,5.0
3403,fig:562.28203.peg.1945__CP025703__up,97.899,476,10,0,1,476,155,630,0.0,824.0,fig|562.28203.peg.1945__CP025703__up,fig|562.28203.peg.1945,CP025703,delete562.28203,480,32.0
4065,fig:562.96035.peg.2088__CP060969__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.96035.peg.2088__CP060969__up,fig|562.96035.peg.2088,CP060969,delete562.96035,480,1.0
4014,fig:562.9018.peg.1856__LM993812__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.9018.peg.1856__LM993812__up,fig|562.9018.peg.1856,LM993812,delete562.9018,480,0.0
3533,fig:83334.298.peg.3242__CP038494__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|83334.298.peg.3242__CP038494__up,fig|83334.298.peg.3242,CP038494,delete83334.298,480,2.0
3551,fig:562.29117.peg.1070__CP027582__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.29117.peg.1070__CP027582__up,fig|562.29117.peg.1070,CP027582,delete562.29117,480,1.0
4142,fig:562.109786.peg.2020__CP103694__up,99.167,480,4,0,1,480,101,580,0.0,865.0,fig|562.109786.peg.2020__CP103694__up,fig|562.109786.peg.2020,CP103694,delete562.109786,480,33.0
4232,fig:562.79203.peg.2128__CP081706__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.79203.peg.2128__CP081706__up,fig|562.79203.peg.2128,CP081706,delete562.79203,480,1.0
3485,fig:562.108466.peg.339__CP075716__up,98.753,481,5,1,1,480,100,580,0.0,854.0,fig|562.108466.peg.339__CP075716__up,fig|562.108466.peg.339,CP075716,delete562.108466,480,24.0
3481,fig:562.28693.peg.3007__CP027221__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.28693.peg.3007__CP027221__up,fig|562.28693.peg.3007,CP027221,delete562.28693,480,1.0
3624,fig:562.61492.peg.2598__CP054371__up,98.545,481,6,1,1,480,100,580,0.0,848.0,fig|562.61492.peg.2598__CP054371__up,fig|562.61492.peg.2598,CP054371,delete562.61492,480,65.0
3825,fig:562.17620.peg.4800__CP021732__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.17620.peg.4800__CP021732__up,fig|562.17620.peg.4800,CP021732,delete562.17620,480,5.0
4136,fig:562.114657.peg.2267__CP024134__up,99.583,480,2,0,1,480,101,580,0.0,876.0,fig|562.114657.peg.2267__CP024134__up,fig|562.114657.peg.2267,CP024134,delete562.114657,480,69.0
3676,fig:562.25386.peg.3698__CP025036__up,99.37,476,3,0,1,476,155,630,0.0,863.0,fig|562.25386.peg.3698__CP025036__up,fig|562.25386.peg.3698,CP025036,delete562.25386,480,13.0
3424,fig:562.75630.peg.2762__CP072787__up,97.917,480,10,0,1,480,101,580,0.0,832.0,fig|562.75630.peg.2762__CP072787__up,fig|562.75630.peg.2762,CP072787,delete562.75630,480,42.0
4005,fig:562.55237.peg.2533__CP047594__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.55237.peg.2533__CP047594__up,fig|562.55237.peg.2533,CP047594,delete562.55237,480,0.0
4027,fig:562.67791.peg.2073__LR882973__up,99.583,480,2,0,1,480,101,580,0.0,876.0,fig|562.67791.peg.2073__LR882973__up,fig|562.67791.peg.2073,LR882973,delete562.67791,480,38.0
3407,fig:562.70726.peg.281__CP069441__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|562.70726.peg.281__CP069441__up,fig|562.70726.peg.281,CP069441,delete562.70726,480,37.0
2239,fig:564.142.peg.1813__CP057504__up,90.041,482,42,5,1,479,101,579,2.58e-178,619.0,fig|564.142.peg.1813__CP057504__up,fig|564.142.peg.1813,CP057504,delete564.142,480,104.0
3308,fig:562.70514.peg.2665__CP068823__up,98.526,475,7,0,2,476,156,630,0.0,839.0,fig|562.70514.peg.2665__CP068823__up,fig|562.70514.peg.2665,CP068823,delete562.70514,480,43.0
3424,fig:562.74729.peg.2763__CP072785__up,97.917,480,10,0,1,480,101,580,0.0,832.0,fig|562.74729.peg.2763__CP072785__up,fig|562.74729.peg.2763,CP072785,delete562.74729,480,42.0
3398,fig:941322.178.peg.2225__CP103592__up,97.899,476,10,0,1,476,155,630,0.0,824.0,fig|941322.178.peg.2225__CP103592__up,fig|941322.178.peg.2225,CP103592,delete941322.178,480,20.0
4019,fig:562.79204.peg.1994__CP081711__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.79204.peg.1994__CP081711__up,fig|562.79204.peg.1994,CP081711,delete562.79204,480,0.0
3561,fig:562.109781.peg.2012__CP103623__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.109781.peg.2012__CP103623__up,fig|562.109781.peg.2012,CP103623,delete562.109781,480,1.0
4003,fig:2048780.3.peg.2350__CP024257__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|2048780.3.peg.2350__CP024257__up,fig|2048780.3.peg.2350,CP024257,delete2048780.3,480,3.0
3490,fig:562.29110.peg.2877__CP027342__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.29110.peg.2877__CP027342__up,fig|562.29110.peg.2877,CP027342,delete562.29110,480,1.0
3494,fig:562.68712.peg.3635__CP066032__up,99.167,480,4,0,1,480,101,580,0.0,865.0,fig|562.68712.peg.3635__CP066032__up,fig|562.68712.peg.3635,CP066032,delete562.68712,480,
3521,fig:155864.42.peg.2819__CP008957__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|155864.42.peg.2819__CP008957__up,fig|155864.42.peg.2819,CP008957,delete155864.42,480,2.0
3758,fig:562.96032.peg.2143__CP043284__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.96032.peg.2143__CP043284__up,fig|562.96032.peg.2143,CP043284,delete562.96032,480,1.0
3527,fig:562.50548.peg.2031__CP041919__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.50548.peg.2031__CP041919__up,fig|562.50548.peg.2031,CP041919,delete562.50548,480,1.0
3468,fig:562.80701.peg.3496__CP080246__up,99.165,479,4,0,1,479,101,579,0.0,863.0,fig|562.80701.peg.3496__CP080246__up,fig|562.80701.peg.3496,CP080246,delete562.80701,480,16.0
3356,fig:562.109775.peg.2135__CP103521__up,98.333,480,8,0,1,480,101,580,0.0,843.0,fig|562.109775.peg.2135__CP103521__up,fig|562.109775.peg.2135,CP103521,delete562.109775,480,17.0
3927,fig:562.102360.peg.2173__CP095155__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.102360.peg.2173__CP095155__up,fig|562.102360.peg.2173,CP095155,delete562.102360,480,0.0
3517,fig:562.60320.peg.2539__CP053080__up,97.917,480,10,0,1,480,101,580,0.0,832.0,fig|562.60320.peg.2539__CP053080__up,fig|562.60320.peg.2539,CP053080,delete562.60320,480,18.0
3995,fig:562.108468.peg.1966__CP075722__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.108468.peg.1966__CP075722__up,fig|562.108468.peg.1966,CP075722,delete562.108468,480,5.0
3393,fig:941322.171.peg.2285__CP103562__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|941322.171.peg.2285__CP103562__up,fig|941322.171.peg.2285,CP103562,delete941322.171,480,
2267,fig:564.180.peg.3203__CP070873__up,90.041,482,42,5,1,479,101,579,2.62e-178,619.0,fig|564.180.peg.3203__CP070873__up,fig|564.180.peg.3203,CP070873,delete564.180,480,21.0
3857,fig:562.114661.peg.2715__CP024147__up,98.532,477,6,1,1,476,154,630,0.0,841.0,fig|562.114661.peg.2715__CP024147__up,fig|562.114661.peg.2715,CP024147,delete562.114661,480,126.0
3463,fig:562.70522.peg.2210__CP068816__up,97.917,480,10,0,1,480,101,580,0.0,832.0,fig|562.70522.peg.2210__CP068816__up,fig|562.70522.peg.2210,CP068816,delete562.70522,480,18.0
4032,fig:562.115111.peg.1950__CP044443__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.115111.peg.1950__CP044443__up,fig|562.115111.peg.1950,CP044443,delete562.115111,480,3.0
3987,fig:562.94308.peg.1789__CP091065__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.94308.peg.1789__CP091065__up,fig|562.94308.peg.1789,CP091065,delete562.94308,480,0.0
3354,fig:562.29126.peg.627__CP027579__up,96.266,482,14,3,1,480,101,580,0.0,787.0,fig|562.29126.peg.627__CP027579__up,fig|562.29126.peg.627,CP027579,delete562.29126,480,131.0
3309,fig:562.90909.peg.2263__OU701449__up,98.333,480,8,0,1,480,101,580,0.0,843.0,fig|562.90909.peg.2263__OU701449__up,fig|562.90909.peg.2263,OU701449,delete562.90909,480,6.0
4017,fig:562.114834.peg.1839__CP111004__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.114834.peg.1839__CP111004__up,fig|562.114834.peg.1839,CP111004,delete562.114834,480,0.0
3522,fig:83334.639.peg.2246__CP104309__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|83334.639.peg.2246__CP104309__up,fig|83334.639.peg.2246,CP104309,delete83334.639,480,2.0
3507,fig:585396.4.peg.2418__NC_013364__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|585396.4.peg.2418__NC_013364__up,fig|585396.4.peg.2418,NC_013364,delete585396.4,480,1.0
3401,fig:562.58145.peg.2117__CP048337__up,98.958,480,4,1,2,480,101,580,0.0,857.0,fig|562.58145.peg.2117__CP048337__up,fig|562.58145.peg.2117,CP048337,delete562.58145,480,15.0
3490,fig:562.19575.peg.3598__CP022393__up,98.742,477,5,1,1,476,154,630,0.0,846.0,fig|562.19575.peg.3598__CP022393__up,fig|562.19575.peg.3598,CP022393,delete562.19575,480,56.0
3549,fig:562.115116.peg.2001__CP097721__up,99.583,480,2,0,1,480,101,580,0.0,876.0,fig|562.115116.peg.2001__CP097721__up,fig|562.115116.peg.2001,CP097721,delete562.115116,480,7.0
3972,fig:469008.15.peg.1817__CP001509__up,99.583,480,2,0,1,480,101,580,0.0,876.0,fig|469008.15.peg.1817__CP001509__up,fig|469008.15.peg.1817,CP001509,delete469008.15,480,12.0
3351,fig:941322.182.peg.2084__CP103710__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|941322.182.peg.2084__CP103710__up,fig|941322.182.peg.2084,CP103710,delete941322.182,480,
3312,fig:562.70525.peg.2301__CP068801__up,98.333,480,8,0,1,480,101,580,0.0,843.0,fig|562.70525.peg.2301__CP068801__up,fig|562.70525.peg.2301,CP068801,delete562.70525,480,6.0
4024,fig:562.107285.peg.1944__CP100525__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.107285.peg.1944__CP100525__up,fig|562.107285.peg.1944,CP100525,delete562.107285,480,3.0
3697,fig:562.7943.peg.1459__CP013112__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.7943.peg.1459__CP013112__up,fig|562.7943.peg.1459,CP013112,delete562.7943,480,1.0
3242,fig:562.63790.peg.2183__CP059840__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|562.63790.peg.2183__CP059840__up,fig|562.63790.peg.2183,CP059840,delete562.63790,480,58.0
3475,fig:1248823.7.peg.2364__CP007136__up,98.121,479,8,1,3,480,102,580,0.0,833.0,fig|1248823.7.peg.2364__CP007136__up,fig|1248823.7.peg.2364,CP007136,delete1248823.7,480,26.0
3124,fig:574521.7.peg.1991__NC_011601__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|574521.7.peg.1991__NC_011601__up,fig|574521.7.peg.1991,NC_011601,delete574521.7,480,58.0
3449,fig:562.70728.peg.2854__CP069451__up,97.917,480,10,0,1,480,101,580,0.0,832.0,fig|562.70728.peg.2854__CP069451__up,fig|562.70728.peg.2854,CP069451,delete562.70728,480,18.0
3966,fig:562.58142.peg.2082__CP048371__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.58142.peg.2082__CP048371__up,fig|562.58142.peg.2082,CP048371,delete562.58142,480,5.0
3294,fig:562.58370.peg.1314__CP049197__up,98.333,480,8,0,1,480,101,580,0.0,843.0,fig|562.58370.peg.1314__CP049197__up,fig|562.58370.peg.1314,CP049197,delete562.58370,480,17.0
4098,fig:2605620.3.peg.832__CP043217__up,99.168,481,3,1,1,480,100,580,0.0,865.0,fig|2605620.3.peg.832__CP043217__up,fig|2605620.3.peg.832,CP043217,delete2605620.3,480,19.0
4014,fig:562.102358.peg.1967__CP095125__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.102358.peg.1967__CP095125__up,fig|562.102358.peg.1967,CP095125,delete562.102358,480,0.0
3345,fig:562.47708.peg.2263__CP040390__up,98.333,480,8,0,1,480,101,580,0.0,843.0,fig|562.47708.peg.2263__CP040390__up,fig|562.47708.peg.2263,CP040390,delete562.47708,480,6.0
3899,fig:562.114833.peg.1971__CP110859__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.114833.peg.1971__CP110859__up,fig|562.114833.peg.1971,CP110859,delete562.114833,480,0.0
3707,fig:562.114659.peg.2258__CP024141__up,99.37,476,3,0,1,476,155,630,0.0,863.0,fig|562.114659.peg.2258__CP024141__up,fig|562.114659.peg.2258,CP024141,delete562.114659,480,13.0
3287,fig:562.29121.peg.1297__CP027550__up,98.121,479,9,0,1,479,101,579,0.0,835.0,fig|562.29121.peg.1297__CP027550__up,fig|562.29121.peg.1297,CP027550,delete562.29121,480,10.0
4119,fig:562.101985.peg.2294__CP066839__up,99.58,476,2,0,1,476,155,630,0.0,869.0,fig|562.101985.peg.2294__CP066839__up,fig|562.101985.peg.2294,CP066839,delete562.101985,480,68.0
2258,fig:564.118.peg.1840__CP057565__up,89.834,482,43,5,1,479,101,579,1.2e-176,614.0,fig|564.118.peg.1840__CP057565__up,fig|564.118.peg.1840,CP057565,delete564.118,480,87.0
3487,fig:562.66873.peg.2229__CP061914__up,99.372,478,3,0,3,480,103,580,0.0,867.0,fig|562.66873.peg.2229__CP061914__up,fig|562.66873.peg.2229,CP061914,delete562.66873,480,8.0
3517,fig:562.96291.peg.2161__CP028738__up,98.523,474,7,0,3,476,157,630,0.0,837.0,fig|562.96291.peg.2161__CP028738__up,fig|562.96291.peg.2161,CP028738,delete562.96291,480,40.0
3483,fig:2763104.3.peg.4124__CP065152__up,97.917,480,10,0,1,480,101,580,0.0,832.0,fig|2763104.3.peg.4124__CP065152__up,fig|2763104.3.peg.4124,CP065152,delete2763104.3,480,18.0
4026,fig:562.28408.peg.1883__CP026347__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.28408.peg.1883__CP026347__up,fig|562.28408.peg.1883,CP026347,delete562.28408,480,0.0
3481,fig:562.70743.peg.2053__CP069528__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|562.70743.peg.2053__CP069528__up,fig|562.70743.peg.2053,CP069528,delete562.70743,480,29.0
4026,fig:562.67700.peg.1919__LR882052__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.67700.peg.1919__LR882052__up,fig|562.67700.peg.1919,LR882052,delete562.67700,480,5.0
3561,fig:562.114632.peg.1445__CP024889__up,99.58,476,2,0,1,476,155,630,0.0,869.0,fig|562.114632.peg.1445__CP024889__up,fig|562.114632.peg.1445,CP024889,delete562.114632,480,48.0
3520,fig:83334.493.peg.3171__CP062755__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|83334.493.peg.3171__CP062755__up,fig|83334.493.peg.3171,CP062755,delete83334.493,480,2.0
3678,fig:562.74541.peg.2064__JAGFYB010000001__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.74541.peg.2064__JAGFYB010000001__up,fig|562.74541.peg.2064,JAGFYB010000001,delete562.74541,480,1.0
3361,fig:562.76478.peg.2013__CP076693__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|562.76478.peg.2013__CP076693__up,fig|562.76478.peg.2013,CP076693,delete562.76478,480,
4041,fig:562.73338.peg.1969__CP066366__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.73338.peg.1969__CP066366__up,fig|562.73338.peg.1969,CP066366,delete562.73338,480,5.0
3449,fig:562.96296.peg.2728__CP028742__up,97.899,476,10,0,1,476,155,630,0.0,824.0,fig|562.96296.peg.2728__CP028742__up,fig|562.96296.peg.2728,CP028742,delete562.96296,480,32.0
3599,fig:562.71837.peg.1991__CP070920__up,99.372,478,3,0,3,480,103,580,0.0,867.0,fig|562.71837.peg.1991__CP070920__up,fig|562.71837.peg.1991,CP070920,delete562.71837,480,8.0
3739,fig:562.102139.peg.2032__CP086526__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.102139.peg.2032__CP086526__up,fig|562.102139.peg.2032,CP086526,delete562.102139,480,1.0
4030,fig:562.59453.peg.2149__CP051222__up,99.583,480,2,0,1,480,101,580,0.0,876.0,fig|562.59453.peg.2149__CP051222__up,fig|562.59453.peg.2149,CP051222,delete562.59453,480,12.0
3538,fig:562.66874.peg.2436__CP062160__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|562.66874.peg.2436__CP062160__up,fig|562.66874.peg.2436,CP062160,delete562.66874,480,2.0
3897,fig:562.74546.peg.1807__CP072054__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.74546.peg.1807__CP072054__up,fig|562.74546.peg.1807,CP072054,delete562.74546,480,0.0
3522,fig:83334.494.peg.2466__CP062752__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|83334.494.peg.2466__CP062752__up,fig|83334.494.peg.2466,CP062752,delete83334.494,480,2.0
3674,fig:562.114635.peg.2082__CP024801__up,99.37,476,3,0,1,476,155,630,0.0,863.0,fig|562.114635.peg.2082__CP024801__up,fig|562.114635.peg.2082,CP024801,delete562.114635,480,13.0
2275,fig:585054.5.peg.1208__NC_011740__up,89.834,482,43,5,1,479,101,579,1.2199999999999999e-176,614.0,fig|585054.5.peg.1208__NC_011740__up,fig|585054.5.peg.1208,NC_011740,delete585054.5,480,61.0
3920,fig:562.70744.peg.2484__CP069542__up,99.583,480,2,0,1,480,101,580,0.0,876.0,fig|562.70744.peg.2484__CP069542__up,fig|562.70744.peg.2484,CP069542,delete562.70744,480,12.0
4014,fig:562.11317.peg.2350__CP016182__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.11317.peg.2350__CP016182__up,fig|562.11317.peg.2350,CP016182,delete562.11317,480,5.0
3357,fig:562.22307.peg.1410__CP023960__up,98.319,476,8,0,1,476,155,630,0.0,835.0,fig|562.22307.peg.1410__CP023960__up,fig|562.22307.peg.1410,CP023960,delete562.22307,480,45.0
3514,fig:386585.154.peg.2629__BA000007__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|386585.154.peg.2629__BA000007__up,fig|386585.154.peg.2629,BA000007,delete386585.154,480,2.0
4210,fig:562.96092.peg.1919__CP092449__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.96092.peg.1919__CP092449__up,fig|562.96092.peg.1919,CP092449,delete562.96092,480,1.0
3654,fig:562.28406.peg.2110__CP026473__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.28406.peg.2110__CP026473__up,fig|562.28406.peg.2110,CP026473,delete562.28406,480,1.0
3517,fig:83334.469.peg.2415__CP062702__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|83334.469.peg.2415__CP062702__up,fig|83334.469.peg.2415,CP062702,delete83334.469,480,2.0
3388,fig:562.86690.peg.2173__CP085619__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|562.86690.peg.2173__CP085619__up,fig|562.86690.peg.2173,CP085619,delete562.86690,480,
3416,fig:562.70786.peg.3085__CP070124__up,98.121,479,9,0,1,479,101,579,0.0,835.0,fig|562.70786.peg.3085__CP070124__up,fig|562.70786.peg.3085,CP070124,delete562.70786,480,10.0
3915,fig:562.45839.peg.1995__CP038180__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.45839.peg.1995__CP038180__up,fig|562.45839.peg.1995,CP038180,delete562.45839,480,1.0
3494,fig:562.30432.peg.2476__CP028432__up,99.37,476,3,0,1,476,155,630,0.0,863.0,fig|562.30432.peg.2476__CP028432__up,fig|562.30432.peg.2476,CP028432,delete562.30432,480,13.0
4039,fig:562.22331.peg.3621__CP024256__up,99.516,413,1,1,1,413,219,630,0.0,750.0,fig|562.22331.peg.3621__CP024256__up,fig|562.22331.peg.3621,CP024256,delete562.22331,480,91.0
3528,fig:562.104233.peg.3090__CP049845__up,99.167,480,4,0,1,480,101,580,0.0,865.0,fig|562.104233.peg.3090__CP049845__up,fig|562.104233.peg.3090,CP049845,delete562.104233,480,30.0
3589,fig:1055533.4.peg.2891__CP028116__up,99.37,476,3,0,1,476,155,630,0.0,863.0,fig|1055533.4.peg.2891__CP028116__up,fig|1055533.4.peg.2891,CP028116,delete1055533.4,480,13.0
3646,fig:562.112500.peg.268__AP026937__up,98.536,478,7,0,3,480,103,580,0.0,845.0,fig|562.112500.peg.268__AP026937__up,fig|562.112500.peg.268,AP026937,delete562.112500,480,11.0
3443,fig:562.102792.peg.2345__CP095271__up,98.121,479,9,0,1,479,101,579,0.0,835.0,fig|562.102792.peg.2345__CP095271__up,fig|562.102792.peg.2345,CP095271,delete562.102792,480,10.0
3540,fig:562.70772.peg.1138__CP070071__up,98.96,481,4,1,1,480,100,580,0.0,859.0,fig|562.70772.peg.1138__CP070071__up,fig|562.70772.peg.1138,CP070071,delete562.70772,480,
2239,fig:564.116.peg.1815__CP057505__up,90.041,482,42,5,1,479,101,579,2.58e-178,619.0,fig|564.116.peg.1815__CP057505__up,fig|564.116.peg.1815,CP057505,delete564.116,480,104.0
3527,fig:83334.200.peg.2379__CP017438__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|83334.200.peg.2379__CP017438__up,fig|83334.200.peg.2379,CP017438,delete83334.200,480,2.0
4276,fig:562.63739.peg.2018__CP059288__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.63739.peg.2018__CP059288__up,fig|562.63739.peg.2018,CP059288,delete562.63739,480,3.0
4028,fig:562.28401.peg.1881__CP026345__up,100.0,480,0,0,1,480,101,580,0.0,887.0,fig|562.28401.peg.1881__CP026345__up,fig|562.28401.peg.1881,CP026345,delete562.28401,480,0.0
3450,fig:562.104039.peg.387__CP069621__up,99.165,479,4,0,1,479,101,579,0.0,863.0,fig|562.104039.peg.387__CP069621__up,fig|562.104039.peg.387,CP069621,delete562.104039,480,16.0
4210,fig:562.96095.peg.1912__CP092452__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.96095.peg.1912__CP092452__up,fig|562.96095.peg.1912,CP092452,delete562.96095,480,1.0
3384,fig:562.74548.peg.437__CP067235__up,98.539,479,7,0,2,480,102,580,0.0,846.0,fig|562.74548.peg.437__CP067235__up,fig|562.74548.peg.437,CP067235,delete562.74548,480,35.0
3880,fig:562.70775.peg.4034__CP070103__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.70775.peg.4034__CP070103__up,fig|562.70775.peg.4034,CP070103,delete562.70775,480,3.0
2300,fig:564.111.peg.258__CP057357__up,90.041,482,42,5,1,479,101,579,2.62e-178,619.0,fig|564.111.peg.258__CP057357__up,fig|564.111.peg.258,CP057357,delete564.111,480,21.0
4072,fig:562.50716.peg.2305__CP042298__up,99.792,480,1,0,1,480,101,580,0.0,881.0,fig|562.50716.peg.2305__CP042298__up,fig|562.50716.peg.2305,CP042298,delete562.50716,480,3.0
3580,fig:996639.4.peg.944__CP060946__up,99.372,478,3,0,3,480,103,580,0.0,867.0,fig|996639.4.peg.944__CP060946__up,fig|996639.4.peg.944,CP060946,delete996639.4,480,8.0
3938,fig:562.71839.peg.1988__CP070914__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.71839.peg.1988__CP070914__up,fig|562.71839.peg.1988,CP070914,delete562.71839,480,1.0
3373,fig:562.30435.peg.1583__CP030337__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|562.30435.peg.1583__CP030337__up,fig|562.30435.peg.1583,CP030337,delete562.30435,480,
3732,fig:562.102137.peg.2036__CP086532__up,99.375,480,3,0,1,480,101,580,0.0,870.0,fig|562.102137.peg.2036__CP086532__up,fig|562.102137.peg.2036,CP086532,delete562.102137,480,1.0
3371,fig:562.76476.peg.1938__CP076697__up,97.912,479,10,0,1,479,101,579,0.0,830.0,fig|562.76476.peg.1938__CP076697__up,fig|562.76476.peg.1938,CP076697,delete562.76476,480,
3275,fig:562.70781.peg.956__CP070157__up,98.333,480,8,0,1,480,101,580,0.0,843.0,fig|562.70781.peg.956__CP070157__up,fig|562.70781.peg.956,CP070157,delete562.70781,480,6.0
3598,fig:562.96298.peg.2774__CP028744__up,99.16,476,4,0,1,476,155,630,0.0,857.0,fig|562.96298.peg.2774__CP028744__up,fig|562.96298.peg.2774,CP028744,delete562.96298,480,62.0
3521,fig:83334.290.peg.2650__CP035366__up,97.921,481,9,1,1,480,100,580,0.0,832.0,fig|83334.290.peg.2650__CP035366__up,fig|83334.290.peg.2650,CP035366,delete83334.290,480,2.0
