,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
183,fig:562.46071.peg.705__CP038857__up,99.662,296,0,1,1,295,100,395,1.67e-154,540.0,fig|562.46071.peg.705__CP038857__up,fig|562.46071.peg.705,CP038857,delete562.46071,295,8
182,fig:562.70513.peg.749__CP068813__up,97.973,296,5,1,1,295,100,395,3.4699999999999997e-146,512.0,fig|562.70513.peg.749__CP068813__up,fig|562.70513.peg.749,CP068813,delete562.70513,295,2
180,fig:562.67796.peg.678__LR883006__up,100.0,295,0,0,1,295,101,395,3.5e-156,545.0,fig|562.67796.peg.678__LR883006__up,fig|562.67796.peg.678,LR883006,delete562.67796,295,0
174,fig:83334.637.peg.747__CP104309__up,97.973,296,5,1,1,295,100,395,3.4699999999999997e-146,512.0,fig|83334.637.peg.747__CP104309__up,fig|83334.637.peg.747,CP104309,delete83334.637,295,1
177,fig:562.102351.peg.710__CP095083__up,100.0,295,0,0,1,295,101,395,3.43e-156,545.0,fig|562.102351.peg.710__CP095083__up,fig|562.102351.peg.710,CP095083,delete562.102351,295,0
186,fig:562.76274.peg.4069__CP076043__up,100.0,295,0,0,1,295,101,395,3.59e-156,545.0,fig|562.76274.peg.4069__CP076043__up,fig|562.76274.peg.4069,CP076043,delete562.76274,295,0
140,fig:564.93.peg.3687__CP055872__up,88.176,296,34,1,1,295,100,395,6.43e-98,351.0,fig|564.93.peg.3687__CP055872__up,fig|564.93.peg.3687,CP055872,delete564.93,295,23
184,fig:562.45432.peg.2666__CP034404__up,100.0,295,0,0,1,295,101,395,3.53e-156,545.0,fig|562.45432.peg.2666__CP034404__up,fig|562.45432.peg.2666,CP034404,delete562.45432,295,0
181,fig:562.61495.peg.1208__CP054314__up,98.311,296,4,1,1,295,100,395,8.28e-148,518.0,fig|562.61495.peg.1208__CP054314__up,fig|562.61495.peg.1208,CP054314,delete562.61495,295,52
185,fig:562.109772.peg.730__CP103529__up,100.0,295,0,0,1,295,101,395,3.5800000000000003e-156,545.0,fig|562.109772.peg.730__CP103529__up,fig|562.109772.peg.730,CP103529,delete562.109772,295,0
