,pangenome_gene_id,percent,align_length,n_mismatch,n_gapopen,bitome_feat_start,bitome_feat_end,genome_start,genome_end,e_value,bit_score,pan_gene_full_id,feature_id,chrom_plasm_id,genome_id,mg_seq_len,allele_id
4287,fig:562.46071.peg.8__CP038857__up,100.0,276,0,0,1,276,101,376,1.2300000000000001e-145,510.0,fig|562.46071.peg.8__CP038857__up,fig|562.46071.peg.8,CP038857,delete562.46071,276,0.0
3592,fig:562.70513.peg.8__CP068813__up,98.188,276,5,0,1,276,101,376,2.53e-137,483.0,fig|562.70513.peg.8__CP068813__up,fig|562.70513.peg.8,CP068813,delete562.70513,276,18.0
3800,fig:562.67796.peg.8__LR883006__up,99.275,276,2,0,1,276,101,376,2.5899999999999998e-142,499.0,fig|562.67796.peg.8__LR883006__up,fig|562.67796.peg.8,LR883006,delete562.67796,276,1.0
3813,fig:562.102351.peg.8__CP095083__up,98.188,276,5,0,1,276,101,376,2.56e-137,483.0,fig|562.102351.peg.8__CP095083__up,fig|562.102351.peg.8,CP095083,delete562.102351,276,3.0
4190,fig:562.76274.peg.3416__CP076043__up,100.0,276,0,0,1,276,101,376,1.2300000000000001e-145,510.0,fig|562.76274.peg.3416__CP076043__up,fig|562.76274.peg.3416,CP076043,delete562.76274,276,0.0
2433,fig:564.93.peg.4490__CP055872__up,97.826,276,6,0,1,276,101,376,9.46e-136,477.0,fig|564.93.peg.4490__CP055872__up,fig|564.93.peg.4490,CP055872,delete564.93,276,33.0
3945,fig:562.45432.peg.3413__CP034404__up,99.275,276,2,0,1,276,101,376,2.6099999999999998e-142,499.0,fig|562.45432.peg.3413__CP034404__up,fig|562.45432.peg.3413,CP034404,delete562.45432,276,1.0
3830,fig:562.61495.peg.1993__CP054314__up,99.275,276,2,0,1,276,101,376,2.79e-142,499.0,fig|562.61495.peg.1993__CP054314__up,fig|562.61495.peg.1993,CP054314,delete562.61495,276,1.0
4316,fig:562.109772.peg.8__CP103529__up,100.0,276,0,0,1,276,101,376,1.2200000000000001e-145,510.0,fig|562.109772.peg.8__CP103529__up,fig|562.109772.peg.8,CP103529,delete562.109772,276,0.0
3692,fig:562.28203.peg.4205__CP025703__up,94.203,276,16,0,1,276,101,376,5.35e-119,422.0,fig|562.28203.peg.4205__CP025703__up,fig|562.28203.peg.4205,CP025703,delete562.28203,276,4.0
4496,fig:562.96035.peg.8__CP060969__up,98.913,276,3,0,1,276,101,376,1.22e-140,494.0,fig|562.96035.peg.8__CP060969__up,fig|562.96035.peg.8,CP060969,delete562.96035,276,30.0
4373,fig:562.9018.peg.3661__LM993812__up,100.0,276,0,0,1,276,101,376,1.27e-145,510.0,fig|562.9018.peg.3661__LM993812__up,fig|562.9018.peg.3661,LM993812,delete562.9018,276,0.0
3859,fig:562.29117.peg.4498__CP027582__up,99.275,276,2,0,1,276,101,376,2.62e-142,499.0,fig|562.29117.peg.4498__CP027582__up,fig|562.29117.peg.4498,CP027582,delete562.29117,276,1.0
4578,fig:562.109786.peg.8__CP103694__up,99.638,276,1,0,1,276,101,376,5.66e-144,505.0,fig|562.109786.peg.8__CP103694__up,fig|562.109786.peg.8,CP103694,delete562.109786,276,72.0
4755,fig:562.79203.peg.8__CP081706__up,99.275,276,2,0,1,276,101,376,2.6099999999999998e-142,499.0,fig|562.79203.peg.8__CP081706__up,fig|562.79203.peg.8,CP081706,delete562.79203,276,1.0
3784,fig:562.108466.peg.3139__CP075716__up,98.913,276,3,0,1,276,101,376,1.2099999999999999e-140,494.0,fig|562.108466.peg.3139__CP075716__up,fig|562.108466.peg.3139,CP075716,delete562.108466,276,8.0
3781,fig:562.28693.peg.5287__CP027221__up,99.275,276,2,0,1,276,101,376,2.57e-142,499.0,fig|562.28693.peg.5287__CP027221__up,fig|562.28693.peg.5287,CP027221,delete562.28693,276,1.0
3929,fig:562.61492.peg.4648__CP054371__up,98.913,276,3,0,1,276,101,376,1.1799999999999998e-140,494.0,fig|562.61492.peg.4648__CP054371__up,fig|562.61492.peg.4648,CP054371,delete562.61492,276,105.0
4181,fig:562.17620.peg.2775__CP021732__up,100.0,276,0,0,1,276,101,376,1.19e-145,510.0,fig|562.17620.peg.2775__CP021732__up,fig|562.17620.peg.2775,CP021732,delete562.17620,276,0.0
4573,fig:562.114657.peg.8__CP024134__up,100.0,276,0,0,1,276,101,376,1.2300000000000001e-145,510.0,fig|562.114657.peg.8__CP024134__up,fig|562.114657.peg.8,CP024134,delete562.114657,276,0.0
3989,fig:562.25386.peg.843__CP025036__up,99.275,276,2,0,1,276,101,376,2.62e-142,499.0,fig|562.25386.peg.843__CP025036__up,fig|562.25386.peg.843,CP025036,delete562.25386,276,1.0
3729,fig:562.75630.peg.4859__CP072787__up,94.161,274,16,0,3,276,103,376,6.85e-118,418.0,fig|562.75630.peg.4859__CP072787__up,fig|562.75630.peg.4859,CP072787,delete562.75630,276,15.0
4392,fig:562.55237.peg.4467__CP047594__up,100.0,276,0,0,1,276,101,376,1.2400000000000001e-145,510.0,fig|562.55237.peg.4467__CP047594__up,fig|562.55237.peg.4467,CP047594,delete562.55237,276,0.0
4444,fig:562.67791.peg.8__LR882973__up,100.0,276,0,0,1,276,101,376,1.2e-145,510.0,fig|562.67791.peg.8__LR882973__up,fig|562.67791.peg.8,LR882973,delete562.67791,276,0.0
3706,fig:562.70726.peg.2485__CP069441__up,93.796,274,17,0,3,276,103,376,3.21e-116,412.0,fig|562.70726.peg.2485__CP069441__up,fig|562.70726.peg.2485,CP069441,delete562.70726,276,6.0
2412,fig:564.142.peg.8__CP057504__up,97.464,276,7,0,1,276,101,376,4.2699999999999997e-134,472.0,fig|564.142.peg.8__CP057504__up,fig|564.142.peg.8,CP057504,delete564.142,276,32.0
3592,fig:562.70514.peg.8__CP068823__up,98.188,276,5,0,1,276,101,376,2.47e-137,483.0,fig|562.70514.peg.8__CP068823__up,fig|562.70514.peg.8,CP068823,delete562.70514,276,52.0
3729,fig:562.74729.peg.4860__CP072785__up,94.161,274,16,0,3,276,103,376,6.85e-118,418.0,fig|562.74729.peg.4860__CP072785__up,fig|562.74729.peg.4860,CP072785,delete562.74729,276,15.0
3706,fig:941322.178.peg.8__CP103592__up,94.203,276,16,0,1,276,101,376,5.47e-119,422.0,fig|941322.178.peg.8__CP103592__up,fig|941322.178.peg.8,CP103592,delete941322.178,276,2.0
